key,지역,정보공시 학교코드,학교명,교과교실제(지정?운영),자율학교(지정?운영),수준별 수업(운영),전체학생수,연간1인당 보건실이용건수,일반직계,별정직계(2018년이후),기타직계(2019년이후),특수학급 학급당 학생수,순회학급 학급당 학생수,수업교원 1인당 학생수,체육장 개방여부,체육관 개방여부,강당 개방여부,일반교과교실 개방여부,특별교실 개방여부,시청각실 개방여부,수석교사(계),전문상담교사(계),사서교사(계),보건교사(계),영양교사(계),체력 1등급 (%),체력 2등급 (%),체력 3등급 (%),체력 4등급 (%),체력 5등급 (%),교육청금액,자치단체금액,보호자금액,보호자비율,금전및 유가증권금액,도서및 물품금액,수목시설및 재산금액,학교교육시설 보수확충금액,교육용기자재 및도서금액,학교체육학예 활동금액,학생복지및 자치활동지원금액,지도교사수-동아리?학생자치활동,지도교사수-또래활동,지도교사수-교육주간 활동,지도교사수-기타 학교폭력 예방활동,참여학생수-동아리?학생자치활동,참여학생수-또래활동,참여학생수-교육주간 활동,참여학생수-기타 학교폭력 예방활동,전체학생수_안전교육 계획 및 실시현황,생활안전교육 시간(단위활동차시)-합계,교통안전교육 시간(단위활동차시)-합계,폭력예방및신변보호교육 시간(단위활동차시)-합계,약물중독예방교육 시간(단위활동차시) - 합계 (2020년 이후),지능정보서비스과의존관련교육 시간(단위활동차시) - 합계 (2023년 이후),직업안전교육 시간(단위활동차시)-합계,응급처치교육 시간(단위활동차시)-합계,주 출입구 접근로 설치여부,장애인 전용 주차구역 지정여부,주 출입구 높이차이 제거여부,출입구(문) 설치유무,복도,계단/승강기/경사로/휠체어리프트 유무,장애인용 대변기 설치여부,장애인용 소변기 설치여부,점자블록 설치여부,유도 및 안내설비 설치여부,경보 및 피난설비 설치여부,상담실적(내부상담전문가),상담실적(외부상담전문가),교수학습공간 일반교실,교수학습공간 교과교실,교수학습공간 수준별교실,교수학습공간 특별교실,학생자율동아리 동아리수,창의적체험활동동아리 동아리수
S010002396-2022,서울특별시 중구,S010002396,서울충무초등학교,0,0,0,205.0,13.1,4.0,0.0,11.0,1.0,0.0,12.2,무,무,유,무,무,시설없음,0.0,0.0,0.0,1.0,1.0,0.0,0.2428571428571428,0.5,0.2571428571428571,0.0,315838.0,81312.0,0.0,0.0,3900000.0,0.0,0.0,0.0,0.0,0.0,320000.0,0,0,0,0,0,0,0,0,204,12.0,11.0,8.0,6.0,4.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,0.0,0.0,14.0,1.0,0.0,2.0,5.0,8.0
S010002396-2023,서울특별시 중구,S010002396,서울충무초등학교,0,0,0,208.0,11.7,3.0,0.0,11.0,3.0,0.0,11.4,무,무,유,무,무,시설없음,0.0,0.0,0.0,2.0,1.0,0.0273972602739726,0.3972602739726027,0.4931506849315068,0.0821917808219178,0.0,416611.0,118852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,4,0,0,0,207,12.0,11.0,11.0,4.0,6.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,255.0,0.0,14.0,1.0,0.0,2.0,2.0,8.0
S010002396-2024,서울특별시 중구,S010002396,서울충무초등학교,0,0,0,194.0,8.4,3.0,0.0,11.0,4.0,0.0,10.9,무,무,무,무,무,시설없음,0.0,0.0,0.0,2.0,1.0,0.0138888888888888,0.375,0.4722222222222222,0.125,0.0138888888888888,304022.0,86051.0,0.0,0.0,4611880.0,0.0,0.0,0.0,0.0,2693600.0,1400000.0,1,0,0,0,4,0,0,0,191,12.0,15.0,11.0,4.0,6.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,164.0,15.0,13.0,1.0,0.0,2.0,2.0,8.0
S010002397-2021,서울특별시 용산구,S010002397,서울한강초등학교,0,0,0,193.0,3.0,4.0,0.0,11.0,4.0,0.0,12.5,무,무,시설없음,무,무,시설없음,0.0,0.0,1.0,2.0,1.0,0.0138888888888888,0.375,0.4722222222222222,0.125,0.0138888888888888,22540.0,22540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,11,0,0,0,215,185,15.3,10.5,7.9,3.7,4.8,2.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,0.0,0.0,14.0,1.0,0.0,5.0,8.0,8.0
S010002397-2022,서울특별시 용산구,S010002397,서울한강초등학교,0,0,0,250.0,10.9,5.0,0.0,11.0,3.0,0.0,11.3,무,유,시설없음,무,무,시설없음,0.0,1.0,1.0,1.0,1.0,0.1818181818181818,0.4876033057851239,0.2727272727272727,0.0413223140495867,0.0165289256198347,89150.0,92349.0,0.0,0.0,50000000.0,0.0,120000000.0,10056000.0,0.0,0.0,0.0,9,0,14,0,165,0,253,0,242,6.5,6.5,4.5,6.5,6.5,1.0,1.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,0.0,0.0,14.0,1.0,0.0,5.0,0.0,14.0
S010002397-2023,서울특별시 용산구,S010002397,서울한강초등학교,0,0,0,226.0,15.4,4.0,0.0,11.0,3.5,0.0,14.8,무,유,시설없음,무,무,시설없음,0.0,1.0,1.0,1.0,1.0,0.0987654320987654,0.5925925925925926,0.2469135802469135,0.037037037037037,0.0246913580246913,87506.0,90769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,14,0,146,0,226,0,220,9.0,7.1,9.1,7.8,7.8,1.5,2.3,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,190.0,54.0,14.0,1.0,0.0,5.0,0.0,3.0
S010002397-2024,서울특별시 용산구,S010002397,서울한강초등학교,0,0,0,237.0,15.2,4.0,0.0,10.0,3.0,0.0,10.6,무,유,시설없음,무,무,시설없음,0.0,2.0,1.0,1.0,1.0,0.3548387096774194,0.4032258064516129,0.2258064516129032,0.0161290322580645,0.0,319352.0,119147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,13,0,0,0,217,0,230,9.0,7.1,9.1,7.5,7.8,1.5,2.3,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,215.0,54.0,14.0,1.0,0.0,5.0,0.0,13.0
S010002398-2021,서울특별시 용산구,S010002398,서울한남초등학교,0,1,0,284.0,8.1,4.0,0.0,14.0,4.0,0.0,13.3,유,시설없음,무,무,무,시설없음,0.0,0.0,0.0,1.0,0.0,0.3548387096774194,0.4032258064516129,0.2258064516129032,0.0161290322580645,0.0,231254.0,40464.0,0.0,0.0,0.0,736000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,18,0,0,0,284,279,12.0,11.0,8.0,4.0,6.0,2.0,2.0,적정설치,적정설치,단순설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,0.0,0.0,22.0,5.0,1.0,12.0,8.0,8.0
S010002398-2022,서울특별시 용산구,S010002398,서울한남초등학교,0,1,0,279.0,11.8,4.0,0.0,14.0,4.0,0.0,12.8,유,시설없음,무,무,무,시설없음,0.0,0.0,0.0,1.0,0.0,0.0227272727272727,0.3863636363636363,0.5340909090909091,0.0568181818181818,0.0,283767.0,102918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,17,0,280,0,280,0,275,11.0,10.0,6.0,4.0,4.0,2.0,2.0,적정설치,적정설치,단순설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,0.0,0.0,22.0,5.0,1.0,12.0,0.0,16.0
S010002398-2023,서울특별시 용산구,S010002398,서울한남초등학교,0,1,0,295.0,12.5,4.0,0.0,14.0,6.0,0.0,15.5,유,시설없음,무,무,무,시설없음,0.0,0.0,0.0,1.0,0.0,0.0869565217391304,0.3804347826086957,0.4782608695652174,0.0543478260869565,0.0,357145.0,109747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0,17,0,280,0,280,0,291,10.8,10.3,6.6,4.2,3.3,1.1,1.8,적정설치,적정설치,단순설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,0.0,0.0,22.0,5.0,1.0,12.0,0.0,15.0
S010002398-2024,서울특별시 용산구,S010002398,서울한남초등학교,0,1,0,310.0,17.2,5.0,0.0,13.0,6.0,0.0,13.6,유,시설없음,무,무,무,시설없음,1.0,0.0,0.0,1.0,0.0,0.0659340659340659,0.3736263736263736,0.3736263736263736,0.1318681318681318,0.0549450549450549,319586.0,113382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300910.0,17,22,17,0,280,2850,280,0,304,10.8,10.3,6.6,6.6,3.3,1.1,1.8,적정설치,적정설치,단순설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S010002399-2021,서울특별시 종로구,S010002399,서울혜화초등학교,0,1,0,576.0,0.8,6.0,0.0,16.0,4.5,0.0,16.0,유,무,시설없음,유,유,시설없음,1.0,0.0,0.0,1.0,1.0,0.0659340659340659,0.3736263736263736,0.3736263736263736,0.1318681318681318,0.0549450549450549,320102.0,107939.0,0.0,0.0,0.0,63090000.0,0.0,0.0,0.0,0.0,881320.0,0,0,0,0,0,0,0,0,563,12.0,11.0,18.3,7.5,8.0,2.0,4.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,미설치,0.0,0.0,36.0,2.0,0.0,3.0,8.0,8.0
S010002399-2022,서울특별시 종로구,S010002399,서울혜화초등학교,0,1,0,559.0,6.2,5.0,0.0,14.0,2.5,0.0,14.8,유,무,시설없음,유,유,시설없음,1.0,0.0,0.0,1.0,1.0,0.0505050505050505,0.4090909090909091,0.4393939393939394,0.0909090909090909,0.0101010101010101,471557.0,174684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,28,2,0,0,550,10,550,12.0,11.0,19.0,5.0,5.5,2.3,4.1,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,미설치,0.0,0.0,36.0,2.0,0.0,3.0,4.0,27.0
S010002399-2023,서울특별시 종로구,S010002399,서울혜화초등학교,0,1,0,532.0,9.7,5.0,0.0,14.0,3.0,0.0,13.5,유,무,시설없음,유,유,시설없음,1.0,0.0,0.0,1.0,1.0,0.058252427184466,0.3495145631067961,0.441747572815534,0.1310679611650485,0.0194174757281553,425196.0,199565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27,27,0,0,528,528,0,527,11.0,10.7,19.0,3.5,6.8,2.5,2.5,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,미설치,0.0,0.0,36.0,2.0,0.0,3.0,4.0,25.0
S010002399-2024,서울특별시 종로구,S010002399,서울혜화초등학교,0,1,0,471.0,12.1,5.0,0.0,14.0,3.5,0.0,14.4,유,무,시설없음,유,유,시설없음,0.0,0.0,0.0,1.0,1.0,0.0689655172413793,0.4022988505747126,0.4425287356321839,0.0747126436781609,0.0114942528735632,449603.0,174264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27,27,27,0,458,458,458,465,12.0,11.0,16.1,4.0,6.3,2.8,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,384.0,0.0,36.0,2.0,0.0,3.0,3.0,22.0
S010002400-2021,서울특별시 종로구,S010002400,서울효제초등학교,0,0,0,212.0,1.9,3.0,0.0,11.0,3.0,0.0,11.1,유,유,무,유,유,시설없음,0.0,1.0,2.0,1.0,1.0,0.0689655172413793,0.4022988505747126,0.4425287356321839,0.0747126436781609,0.0114942528735632,96893.0,97901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,1,1,227,10,10,18,209,12.2,9.0,12.5,7.0,5.8,2.4,5.7,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,68.0,5.0,13.0,4.0,0.0,12.0,8.0,8.0
S010002400-2022,서울특별시 종로구,S010002400,서울효제초등학교,0,0,0,199.0,9.3,3.0,0.0,11.0,4.0,0.0,10.5,유,유,유,무,무,시설없음,0.0,1.0,1.0,1.0,1.0,0.073170731707317,0.4512195121951219,0.4634146341463415,0.0121951219512195,0.0,183473.0,83567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,1,1,196,10,10,18,196,12.0,12.0,12.0,5.0,5.0,2.0,3.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,83.0,42.0,13.0,4.0,0.0,12.0,0.0,9.0
S010002400-2023,서울특별시 종로구,S010002400,서울효제초등학교,0,0,0,189.0,10.2,4.0,0.0,10.0,6.0,0.0,13.1,유,유,유,무,무,시설없음,0.0,1.0,1.0,1.0,1.0,0.0121951219512195,0.3658536585365853,0.5365853658536586,0.0853658536585365,0.0,242055.0,87530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,1,1,203,10,10,18,185,8.0,6.0,6.0,6.0,4.0,1.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,73.0,38.0,13.0,3.0,0.0,4.0,0.0,9.0
S010002400-2024,서울특별시 종로구,S010002400,서울효제초등학교,0,0,0,209.0,9.7,4.0,0.0,9.0,4.0,0.0,12.2,무,유,무,무,무,시설없음,0.0,1.0,1.0,1.0,2.0,0.0769230769230769,0.5934065934065934,0.3076923076923077,0.0219780219780219,0.0,81446.0,84350.0,0.0,0.0,0.0,345000.0,0.0,0.0,0.0,0.0,0.0,0,0,12,1,0,0,217,15,203,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,22.0,0.0,13.0,3.0,0.0,4.0,0.0,8.0
S010002401-2021,서울특별시 용산구,S010002401,서울후암초등학교,0,0,0,332.0,0.6,5.0,0.0,15.0,4.0,0.0,12.0,무,무,시설없음,무,무,무,0.0,0.0,0.0,1.0,2.0,0.0769230769230769,0.5934065934065934,0.3076923076923077,0.0219780219780219,0.0,53349.0,53349.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,1550230.0,0,0,0,0,0,0,0,0,323,12.0,11.0,8.0,5.0,5.0,2.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,113.0,0.0,24.0,6.0,0.0,3.0,8.0,8.0
S010002401-2022,서울특별시 용산구,S010002401,서울후암초등학교,0,0,0,312.0,10.9,7.0,0.0,16.0,5.0,0.0,12.3,무,무,시설없음,무,무,무,0.0,0.0,0.0,2.0,2.0,0.0347826086956521,0.4782608695652174,0.391304347826087,0.0782608695652174,0.017391304347826,325238.0,113442.0,0.0,0.0,1200000.0,0.0,0.0,0.0,0.0,0.0,2731750.0,0,1,19,10,0,8,305,10,304,10.0,5.0,6.0,2.0,3.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,0.0,0.0,21.0,6.0,0.0,6.0,0.0,18.0
S010002401-2023,서울특별시 용산구,S010002401,서울후암초등학교,0,0,0,296.0,11.0,4.0,0.0,16.0,4.5,0.0,12.3,유,무,시설없음,무,무,무,0.0,0.0,0.0,2.0,2.0,0.0101010101010101,0.3939393939393939,0.4545454545454545,0.1212121212121212,0.0202020202020202,322691.0,117437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,18,10,0,15,291,10,286,10.0,9.0,3.0,5.0,5.0,0.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,363.0,19.0,20.0,6.0,0.0,6.0,0.0,17.0
S010002401-2024,서울특별시 용산구,S010002401,서울후암초등학교,0,0,0,270.0,10.1,4.0,0.0,14.0,4.0,0.0,13.8,유,무,시설없음,무,무,무,0.0,0.0,0.0,2.0,2.0,0.0891089108910891,0.3168316831683168,0.4455445544554455,0.1485148514851485,0.0,303841.0,106667.0,0.0,0.0,5711530.0,365700.0,0.0,0.0,0.0,0.0,5710000.0,0,3,18,10,0,15,264,10,261,12.0,12.0,2.0,10.0,0.0,2.0,3.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,327.0,25.0,17.0,6.0,0.0,7.0,0.0,14.0
S010002402-2021,서울특별시 중구,S010002402,서울흥인초등학교,0,1,0,375.0,1.3,4.0,0.0,12.0,2.0,0.0,16.4,유,시설없음,유,유,유,시설없음,0.0,0.0,0.0,1.0,1.0,0.0891089108910891,0.3168316831683168,0.4455445544554455,0.1485148514851485,0.0,299780.0,95572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41802.0,0,0,0,1,0,0,0,6,370,11.5,10.6,8.6,4.0,4.3,2.0,2.0,적정설치,적정설치,단순설치,단순설치,적정설치,단순설치,단순설치,적정설치,적정설치,미설치,적정설치,0.0,0.0,20.0,2.0,2.0,4.0,8.0,8.0
S010002402-2022,서울특별시 중구,S010002402,서울흥인초등학교,0,1,0,377.0,6.1,5.0,0.0,11.0,5.0,0.0,15.4,유,시설없음,유,유,유,시설없음,0.0,0.0,0.0,2.0,1.0,0.0,0.1581920903954802,0.5423728813559322,0.288135593220339,0.0112994350282485,331437.0,182145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19,19,1,3,370,370,370,375,12.0,11.0,10.0,5.0,5.0,2.0,2.0,적정설치,적정설치,단순설치,단순설치,적정설치,단순설치,단순설치,적정설치,적정설치,미설치,적정설치,591.0,0.0,20.0,2.0,2.0,4.0,0.0,13.0
S010002402-2023,서울특별시 중구,S010002402,서울흥인초등학교,0,1,0,369.0,6.4,4.0,0.0,11.0,6.0,0.0,16.1,유,시설없음,유,유,유,시설없음,0.0,0.0,0.0,1.0,1.0,0.1566265060240964,0.4698795180722891,0.3433734939759036,0.0240963855421686,0.0060240963855421,336709.0,148736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19,19,1,3,370,370,370,364,12.0,11.0,10.0,5.0,5.0,2.0,2.0,적정설치,적정설치,단순설치,단순설치,적정설치,단순설치,단순설치,적정설치,적정설치,미설치,적정설치,589.0,0.0,20.0,2.0,2.0,4.0,0.0,12.0
S010002402-2024,서울특별시 중구,S010002402,서울흥인초등학교,0,1,0,370.0,9.5,4.0,0.0,11.0,7.0,0.0,15.0,유,시설없음,유,유,유,시설없음,0.0,0.0,0.0,1.0,1.0,0.1648351648351648,0.4725274725274725,0.3406593406593406,0.0219780219780219,0.0,374444.0,153042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,18,18,1,40,370,370,370,364,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,단순설치,단순설치,적정설치,단순설치,단순설치,적정설치,적정설치,미설치,적정설치,844.0,0.0,20.0,2.0,2.0,4.0,0.0,14.0
S010002403-2021,서울특별시 중구,S010002403,숭의초등학교,0,0,0,576.0,3.4,6.0,0.0,2.0,0.0,0.0,30.8,무,시설없음,시설없음,무,무,시설없음,0.0,0.0,0.0,1.0,0.0,0.1648351648351648,0.4725274725274725,0.3406593406593406,0.0219780219780219,0.0,294911.0,1650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,576,12.0,11.0,3.0,2.0,3.0,0.0,1.0,단순설치,단순설치,단순설치,미설치,미설치,미설치,적정설치,적정설치,미설치,미설치,미설치,0.0,0.0,18.0,8.0,0.0,10.0,8.0,8.0
S010002403-2022,서울특별시 중구,S010002403,숭의초등학교,0,0,0,554.0,5.4,6.0,0.0,1.0,0.0,0.0,29.7,무,시설없음,시설없음,무,무,시설없음,0.0,0.0,0.0,1.0,0.0,0.0406976744186046,0.4069767441860465,0.4593023255813953,0.0872093023255814,0.005813953488372,415826.0,4336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18,0,0,0,554,0,554,12.0,11.0,15.0,4.0,6.0,2.0,2.0,단순설치,단순설치,단순설치,미설치,미설치,미설치,적정설치,적정설치,미설치,미설치,미설치,0.0,0.0,18.0,8.0,0.0,10.0,0.0,12.0
S010002403-2023,서울특별시 중구,S010002403,숭의초등학교,0,0,0,534.0,12.0,6.0,0.0,1.0,0.0,0.0,27.8,무,시설없음,시설없음,무,무,시설없음,0.0,0.0,0.0,1.0,0.0,0.1497005988023952,0.4311377245508982,0.3413173652694611,0.0718562874251497,0.0059880239520958,498122.0,6467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,18,0,15,0,525,0,534,12.0,13.0,21.0,2.0,8.0,2.0,2.0,단순설치,단순설치,단순설치,미설치,미설치,미설치,적정설치,적정설치,미설치,미설치,미설치,0.0,0.0,18.0,8.0,0.0,10.0,0.0,14.0
S010002403-2024,서울특별시 중구,S010002403,숭의초등학교,0,0,0,501.0,15.8,6.0,0.0,1.0,0.0,0.0,28.6,무,무,시설없음,무,무,시설없음,0.0,0.0,0.0,1.0,0.0,0.1161290322580645,0.432258064516129,0.3483870967741935,0.1032258064516129,0.0,521275.0,6428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,18,0,15,0,525,0,501,12.0,11.0,21.0,6.0,4.0,2.0,3.0,단순설치,단순설치,단순설치,미설치,미설치,미설치,적정설치,적정설치,미설치,미설치,미설치,0.0,0.0,18.0,5.0,0.0,10.0,0.0,13.0
S010002404-2021,서울특별시 용산구,S010002404,신광초등학교,0,0,0,372.0,4.5,1.0,0.0,4.0,0.0,0.0,13.2,시설없음,시설없음,시설없음,유,유,무,0.0,0.0,0.0,1.0,0.0,0.1161290322580645,0.432258064516129,0.3483870967741935,0.1032258064516129,0.0,150771.0,61398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,12,1,1,365,365,24,24,372,11.0,11.0,6.0,5.0,5.0,2.0,2.0,단순설치,단순설치,단순설치,미설치,미설치,미설치,단순설치,단순설치,단순설치,단순설치,단순설치,0.0,0.0,12.0,0.0,0.0,11.0,8.0,8.0
S010002404-2022,서울특별시 용산구,S010002404,신광초등학교,0,0,0,369.0,8.5,1.0,0.0,4.0,0.0,0.0,13.1,시설없음,시설없음,시설없음,유,유,무,0.0,0.0,0.0,1.0,0.0,0.0091743119266055,0.1192660550458715,0.6238532110091743,0.2385321100917431,0.0091743119266055,134511.0,138079.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12,12,1,24,365,365,24,369,10.0,8.0,5.0,6.0,6.0,2.0,2.0,단순설치,단순설치,단순설치,미설치,미설치,미설치,단순설치,단순설치,단순설치,단순설치,단순설치,0.0,0.0,12.0,0.0,0.0,11.0,2.0,1.0
S010002404-2023,서울특별시 용산구,S010002404,신광초등학교,0,0,0,367.0,16.5,1.0,0.0,4.0,0.0,0.0,13.4,시설없음,시설없음,시설없음,유,유,무,0.0,0.0,0.0,1.0,0.0,0.017391304347826,0.4,0.4,0.1739130434782608,0.008695652173913,114095.0,118817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12,12,1,24,365,365,24,367,8.0,8.0,7.0,3.0,3.0,3.0,2.0,단순설치,단순설치,단순설치,미설치,미설치,미설치,단순설치,단순설치,단순설치,단순설치,단순설치,112.0,0.0,12.0,0.0,0.0,11.0,5.0,0.0
S010002404-2024,서울특별시 용산구,S010002404,신광초등학교,0,0,0,361.0,14.1,1.0,0.0,4.0,0.0,0.0,12.7,시설없음,시설없음,시설없음,무,무,무,0.0,0.0,0.0,1.0,0.0,0.0086206896551724,0.2844827586206896,0.5086206896551724,0.1982758620689655,0.0,171221.0,168555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12,12,1,24,360,360,24,361,8.0,8.0,7.0,4.0,2.0,3.0,2.0,단순설치,단순설치,단순설치,미설치,미설치,미설치,단순설치,단순설치,단순설치,단순설치,단순설치,170.0,0.0,12.0,0.0,0.0,11.0,4.0,0.0
S010002405-2021,서울특별시 종로구,S010002405,운현초등학교,0,0,0,156.0,2.3,1.0,0.0,7.0,0.0,0.0,11.8,무,시설없음,무,무,무,시설없음,0.0,0.0,0.0,1.0,0.0,0.0086206896551724,0.2844827586206896,0.5086206896551724,0.1982758620689655,0.0,31531.0,32434.0,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,9144000.0,6,2,0,0,6,2,0,0,156,14.0,14.0,14.0,6.0,9.0,2.0,6.0,미설치,단순설치,미설치,미설치,미설치,미설치,미설치,미설치,미설치,미설치,적정설치,0.0,0.0,6.0,1.0,0.0,1.0,8.0,8.0
S010002405-2022,서울특별시 종로구,S010002405,운현초등학교,0,0,0,165.0,14.4,1.0,0.0,7.0,0.0,0.0,11.9,무,시설없음,무,무,무,시설없음,0.0,0.0,0.0,1.0,0.0,0.136986301369863,0.4383561643835616,0.3013698630136986,0.1095890410958904,0.0136986301369863,79731.0,81997.0,0.0,0.0,1000000.0,0.0,0.0,0.0,330000.0,0.0,0.0,6,2,0,0,6,2,0,0,165,14.0,14.0,14.0,6.0,9.0,2.0,6.0,미설치,단순설치,미설치,미설치,미설치,미설치,미설치,미설치,미설치,미설치,적정설치,0.0,0.0,6.0,1.0,0.0,1.0,0.0,7.0
S010002405-2023,서울특별시 종로구,S010002405,운현초등학교,0,0,0,179.0,12.2,1.0,0.0,7.0,0.0,0.0,11.2,무,시설없음,무,무,무,시설없음,0.0,0.0,0.0,1.0,0.0,0.0,0.4318181818181818,0.3863636363636363,0.1704545454545454,0.0113636363636363,204144.0,2561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,0,0,6,2,0,0,179,14.0,14.0,14.0,6.0,9.0,2.0,6.0,미설치,단순설치,미설치,미설치,미설치,미설치,미설치,미설치,미설치,미설치,적정설치,0.0,0.0,6.0,1.0,0.0,1.0,0.0,6.0
S010002405-2024,서울특별시 종로구,S010002405,운현초등학교,0,0,1,168.0,12.2,1.0,0.0,5.0,0.0,0.0,11.4,무,시설없음,무,무,무,시설없음,0.0,0.0,0.0,1.0,0.0,0.0,0.3846153846153846,0.4487179487179487,0.1666666666666666,0.0,204144.0,2561.0,0.0,0.0,6089830.0,0.0,0.0,0.0,589370.0,0.0,0.0,6,2,0,0,6,2,0,0,168,14.0,14.0,14.0,14.0,9.0,2.0,6.0,미설치,단순설치,미설치,미설치,미설치,미설치,미설치,미설치,미설치,미설치,적정설치,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
