key,지역,정보공시 학교코드,학교명,교과교실제(지정?운영),자율학교(지정?운영),수준별 수업(운영),전체학생수,연간1인당 보건실이용건수,수업교원 1인당 학생수,체육장 개방여부,체육관 개방여부,강당 개방여부,일반교과교실 개방여부,특별교실 개방여부,시청각실 개방여부,보호자비율,지도교사수-동아리?학생자치활동,지도교사수-또래활동,지도교사수-교육주간 활동,지도교사수-기타 학교폭력 예방활동,참여학생수-동아리?학생자치활동,참여학생수-또래활동,참여학생수-교육주간 활동,참여학생수-기타 학교폭력 예방활동,전체학생수_안전교육 계획 및 실시현황,생활안전교육 시간(단위활동차시)-합계,교통안전교육 시간(단위활동차시)-합계,폭력예방및신변보호교육 시간(단위활동차시)-합계,약물중독예방교육 시간(단위활동차시) - 합계 (2020년 이후),지능정보서비스과의존관련교육 시간(단위활동차시) - 합계 (2023년 이후),직업안전교육 시간(단위활동차시)-합계,응급처치교육 시간(단위활동차시)-합계,주 출입구 접근로 설치여부,장애인 전용 주차구역 지정여부,주 출입구 높이차이 제거여부,출입구(문) 설치유무,복도,계단/승강기/경사로/휠체어리프트 유무,장애인용 대변기 설치여부,장애인용 소변기 설치여부,점자블록 설치여부,유도 및 안내설비 설치여부,경보 및 피난설비 설치여부,상담실적(내부상담전문가),상담실적(외부상담전문가),교수학습공간 일반교실,교수학습공간 교과교실,교수학습공간 수준별교실,교수학습공간 특별교실,학생자율동아리 동아리수,창의적체험활동동아리 동아리수
S010001036-2022,서울특별시 양천구,S010001036,서울신서초등학교,0,0,0,1198.0,4.2,22.9,무,무,시설없음,무,무,무,0.0,22,22,8,8,589,589,200,200,1198,12.0,11.0,8.0,4.0,6.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,0.0,0.0,44.0,0.0,0.0,4.0,1.0,6.0
S010001036-2023,서울특별시 양천구,S010001036,서울신서초등학교,0,0,0,1143.0,6.3,20.2,유,유,시설없음,유,무,무,0.0,22,22,8,8,589,589,200,200,1143,12.0,11.0,12.0,3.0,6.0,3.0,3.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,0.0,27.0,44.0,0.0,0.0,4.0,0.0,43.0
S010001036-2024,서울특별시 양천구,S010001036,서울신서초등학교,0,1,0,1089.0,6.9,20.2,유,유,시설없음,유,무,무,0.0,22,22,7,7,580,580,200,200,1089,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,0.0,27.0,44.0,0.0,0.0,4.0,0.0,46.0
S010001037-2021,서울특별시 양천구,S010001037,서울신원초등학교,0,0,0,462.0,1.1,15.7,유,유,시설없음,유,유,유,0.0,0,0,0,0,0,0,0,0,453,12.8,11.0,9.5,5.0,5.3,2.2,2.7,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,317.0,26.0,22.0,15.0,0.0,7.0,8.0,8.0
S010001037-2022,서울특별시 양천구,S010001037,서울신원초등학교,0,0,0,439.0,3.5,14.4,유,유,시설없음,유,유,유,0.0,0,0,0,0,0,0,0,0,428,12.0,11.0,8.0,6.0,4.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,272.0,43.0,22.0,15.0,0.0,7.0,1.0,15.0
S010001037-2023,서울특별시 양천구,S010001037,서울신원초등학교,0,0,0,419.0,5.9,14.8,유,유,시설없음,유,유,유,0.0,0,0,29,4,0,0,420,75,410,12.8,11.0,9.5,4.1,6.2,2.2,2.2,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,215.0,52.0,22.0,15.0,0.0,7.0,0.0,15.0
S010001037-2024,서울특별시 양천구,S010001037,서울신원초등학교,0,0,0,415.0,9.9,14.1,유,유,시설없음,유,유,유,0.0,0,0,29,2,0,0,409,70,403,13.0,11.0,12.0,4.0,5.0,3.0,3.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,217.0,45.0,22.0,15.0,0.0,7.0,0.0,14.0
S010001038-2021,서울특별시 강서구,S010001038,서울신월초등학교,0,0,0,667.0,0.7,15.0,유,무,시설없음,무,무,시설없음,0.0,0,0,0,0,0,0,0,0,659,9.0,9.6,5.9,3.4,2.7,0.9,2.1,적정설치,적정설치,적정설치,단순설치,단순설치,적정설치,적정설치,적정설치,적정설치,단순설치,단순설치,295.0,0.0,33.0,4.0,0.0,5.0,8.0,8.0
S010001038-2022,서울특별시 강서구,S010001038,서울신월초등학교,0,0,0,614.0,4.5,15.0,유,무,시설없음,무,무,시설없음,0.0,0,0,30,9,0,0,603,40,603,9.0,10.0,6.0,3.0,3.0,1.0,2.0,적정설치,적정설치,적정설치,단순설치,단순설치,적정설치,적정설치,적정설치,적정설치,단순설치,단순설치,208.0,0.0,33.0,4.0,0.0,5.0,0.0,31.0
S010001038-2023,서울특별시 강서구,S010001038,서울신월초등학교,0,0,0,614.0,6.9,15.5,무,무,시설없음,무,무,시설없음,0.0,0,0,31,9,0,0,614,40,601,10.1,9.5,4.4,2.6,2.5,0.3,1.8,적정설치,적정설치,적정설치,단순설치,단순설치,적정설치,적정설치,적정설치,적정설치,단순설치,단순설치,449.0,0.0,33.0,13.0,1.0,7.0,1.0,20.0
S010001038-2024,서울특별시 강서구,S010001038,서울신월초등학교,0,0,0,604.0,9.3,16.9,무,무,시설없음,무,무,시설없음,0.0,0,0,31,9,0,0,614,40,593,10.1,9.5,4.4,4.4,2.5,0.3,1.8,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,373.0,0.0,33.0,13.0,1.0,7.0,1.0,18.0
S010001039-2021,서울특별시 강서구,S010001039,서울신정초등학교,0,0,0,1696.0,1.1,16.7,무,무,시설없음,무,무,무,0.0,0,0,0,3,0,0,0,72,1680,13.5,10.8,8.0,4.8,4.7,2.0,2.2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,미설치,388.0,47.0,76.0,0.0,1.0,4.0,8.0,8.0
S010001039-2022,서울특별시 강서구,S010001039,서울신정초등학교,0,0,0,1500.0,4.8,16.4,무,무,시설없음,무,무,무,0.0,1,0,70,0,3,0,1400,0,1481,11.0,10.0,9.0,5.0,5.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,미설치,421.0,14.0,76.0,0.0,1.0,4.0,0.0,70.0
S010001039-2023,서울특별시 강서구,S010001039,서울신정초등학교,0,0,0,1408.0,8.2,16.3,무,유,시설없음,무,무,무,0.0,1,0,69,0,3,0,1360,0,1392,19.0,19.0,19.0,17.0,17.0,6.0,5.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,미설치,329.0,65.0,75.0,0.0,1.0,4.0,0.0,65.0
S010001039-2024,서울특별시 강서구,S010001039,서울신정초등학교,0,0,0,1321.0,12.8,16.1,무,유,시설없음,무,무,무,0.0,0,0,64,0,0,0,1343,0,1307,10.0,10.0,14.0,5.0,5.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,미설치,380.0,28.0,75.0,0.0,1.0,4.0,0.0,69.0
S010001040-2021,서울특별시 양천구,S010001040,서울양강초등학교,0,0,0,622.0,1.3,16.6,유,유,시설없음,유,유,무,0.0,27,1,0,0,616,10,0,0,621,11.0,10.0,13.0,4.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,44.0,20.0,30.0,0.0,0.0,10.0,8.0,8.0
S010001040-2022,서울특별시 양천구,S010001040,서울양강초등학교,0,0,0,532.0,4.2,16.5,유,유,시설없음,유,유,무,0.0,0,26,26,26,0,532,532,532,529,10.0,9.0,3.0,4.0,4.0,0.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,46.0,20.0,30.0,0.0,0.0,10.0,0.0,13.0
S010001040-2023,서울특별시 양천구,S010001040,서울양강초등학교,0,0,0,510.0,11.7,17.5,유,유,시설없음,유,유,무,0.0,1,26,26,26,14,510,510,510,506,10.0,9.0,3.0,4.0,4.0,0.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,483.0,30.0,30.0,0.0,0.0,10.0,0.0,14.0
S010001040-2024,서울특별시 양천구,S010001040,서울양강초등학교,0,0,0,508.0,9.6,17.4,유,유,시설없음,유,유,무,0.0,1,34,26,26,14,531,531,531,500,12.0,11.0,8.0,10.0,0.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,496.0,22.0,30.0,0.0,0.0,10.0,0.0,14.0
S010001041-2021,서울특별시 양천구,S010001041,서울양동초등학교,0,1,0,395.0,2.4,14.5,유,시설없음,무,무,무,시설없음,0.0,1,1,0,1,8,8,0,18,391,13.0,12.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,696.0,22.0,25.0,0.0,1.0,15.0,8.0,8.0
S010001041-2022,서울특별시 양천구,S010001041,서울양동초등학교,0,1,0,363.0,6.2,15.0,유,유,무,무,무,무,0.0,0,1,2,0,0,6,26,0,359,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,단순설치,적정설치,적정설치,적정설치,단순설치,684.0,52.0,27.0,4.0,2.0,5.0,0.0,18.0
S010001041-2023,서울특별시 양천구,S010001041,서울양동초등학교,0,1,0,359.0,9.8,14.1,유,유,무,무,무,무,0.0,0,0,3,0,0,0,32,0,353,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,단순설치,적정설치,적정설치,적정설치,단순설치,758.0,22.0,25.0,3.0,1.0,6.0,0.0,22.0
S010001041-2024,서울특별시 양천구,S010001041,서울양동초등학교,0,1,0,339.0,12.3,13.6,무,무,시설없음,무,무,무,0.0,0,0,3,0,0,0,32,0,331,12.0,11.0,8.0,10.0,2.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,단순설치,적정설치,적정설치,적정설치,단순설치,944.0,63.0,24.0,3.0,1.0,3.0,2.0,22.0
S010001042-2021,서울특별시 양천구,S010001042,서울양명초등학교,0,1,0,542.0,0.7,19.3,유,시설없음,시설없음,유,유,시설없음,13.3,0,0,0,0,0,0,0,0,535,16.0,14.0,13.0,13.0,13.0,4.0,5.0,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,미설치,914.0,0.0,22.0,2.0,0.0,7.0,8.0,8.0
S010001042-2022,서울특별시 양천구,S010001042,서울양명초등학교,0,1,0,579.0,3.5,18.0,유,유,시설없음,유,유,시설없음,0.0,0,0,26,26,0,0,629,629,571,10.5,8.3,5.6,3.0,3.0,2.3,2.7,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,미설치,323.0,0.0,22.0,2.0,0.0,7.0,1.0,26.0
S010001042-2023,서울특별시 양천구,S010001042,서울양명초등학교,0,1,0,629.0,4.4,17.8,시설없음,유,시설없음,유,유,시설없음,0.0,1,0,26,26,33,0,629,629,623,10.0,9.0,5.0,4.0,2.0,2.0,2.0,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,미설치,364.0,0.0,27.0,2.0,0.0,7.0,3.0,26.0
S010001042-2024,서울특별시 양천구,S010001042,서울양명초등학교,0,1,0,588.0,4.6,16.8,시설없음,유,시설없음,유,유,시설없음,0.0,1,0,26,26,33,0,595,595,582,12.0,11.0,8.0,10.0,2.0,2.0,2.0,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,미설치,443.0,2.0,27.0,2.0,0.0,7.0,4.0,26.0
S010001043-2021,서울특별시 양천구,S010001043,서울양목초등학교,0,0,0,840.0,0.6,17.0,무,무,시설없음,무,무,시설없음,3.8,0,0,0,0,0,0,0,0,835,12.0,11.0,14.0,4.0,6.0,2.0,3.0,단순설치,적정설치,단순설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,단순설치,0.0,0.0,46.0,5.0,1.0,12.0,8.0,8.0
S010001043-2022,서울특별시 양천구,S010001043,서울양목초등학교,0,0,0,750.0,2.3,15.6,무,무,무,무,무,시설없음,0.0,0,0,36,0,0,0,725,0,744,12.0,11.0,14.0,4.0,6.0,2.0,3.0,단순설치,적정설치,단순설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,단순설치,0.0,0.0,44.0,3.0,0.0,17.0,0.0,24.0
S010001043-2023,서울특별시 양천구,S010001043,서울양목초등학교,0,0,0,687.0,4.7,14.7,유,무,무,무,무,시설없음,0.0,0,0,36,0,0,0,725,0,680,12.0,10.0,6.0,6.0,4.0,2.0,2.0,단순설치,적정설치,단순설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,단순설치,0.0,0.0,44.0,3.0,0.0,17.0,0.0,23.0
S010001043-2024,서울특별시 양천구,S010001043,서울양목초등학교,0,0,0,616.0,6.4,14.6,유,무,무,무,무,시설없음,0.0,0,0,36,0,0,0,725,0,608,12.0,10.0,6.0,6.0,2.0,2.0,2.0,단순설치,적정설치,단순설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,단순설치,660.0,0.0,40.0,5.0,0.0,11.0,0.0,21.0
S010001044-2021,서울특별시 양천구,S010001044,서울양원초등학교,0,1,0,292.0,0.7,11.4,유,무,시설없음,무,무,무,0.0,0,1,0,0,0,5,0,0,283,12.0,10.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,미설치,206.0,41.0,17.0,0.0,0.0,5.0,8.0,8.0
S010001044-2022,서울특별시 양천구,S010001044,서울양원초등학교,0,1,0,274.0,7.1,11.0,유,무,시설없음,무,무,무,0.0,1,0,15,0,10,0,274,0,267,11.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,미설치,386.0,78.0,16.0,0.0,0.0,8.0,2.0,9.0
S010001044-2023,서울특별시 양천구,S010001044,서울양원초등학교,0,1,0,243.0,11.5,12.5,유,무,시설없음,무,무,무,0.0,1,0,15,0,10,0,274,0,236,19.0,19.0,11.0,15.0,5.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,미설치,425.0,70.0,16.0,0.0,0.0,8.0,3.0,11.0
S010001044-2024,서울특별시 양천구,S010001044,서울양원초등학교,0,1,0,238.0,14.6,12.9,유,무,시설없음,무,무,무,0.0,0,0,14,0,0,0,240,0,233,18.0,13.0,19.0,10.0,9.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,단순설치,단순설치,383.0,64.0,14.0,2.0,0.0,8.0,3.0,10.0
S010001045-2021,서울특별시 강서구,S010001045,서울양천초등학교,0,1,0,438.0,1.3,15.9,유,유,시설없음,유,유,유,0.0,0,5,0,2,0,20,0,470,438,10.0,9.0,3.0,2.0,3.0,0.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,0.0,0.0,18.0,5.0,0.0,6.0,8.0,8.0
S010001045-2022,서울특별시 강서구,S010001045,서울양천초등학교,0,1,0,382.0,9.3,16.0,유,유,시설없음,유,유,유,0.0,0,0,20,0,0,0,392,0,382,12.0,11.0,8.0,4.0,6.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,단순설치,미설치,미설치,0.0,45.0,20.0,3.0,1.0,6.0,0.0,14.0
S010001045-2023,서울특별시 강서구,S010001045,서울양천초등학교,0,1,0,367.0,11.4,14.6,유,유,시설없음,유,유,유,0.0,1,0,20,0,6,0,368,0,367,11.7,11.5,9.5,6.1,4.1,2.2,2.5,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,단순설치,0.0,0.0,18.0,3.0,1.0,8.0,1.0,12.0
S010001045-2024,서울특별시 강서구,S010001045,서울양천초등학교,0,1,0,336.0,15.1,14.8,유,유,시설없음,유,유,유,0.0,1,0,18,0,8,0,336,0,336,12.0,11.0,8.0,10.0,4.1,2.0,3.0,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,단순설치,0.0,0.0,16.0,3.0,2.0,9.0,0.0,11.0
S010001046-2021,서울특별시 양천구,S010001046,서울양화초등학교,0,0,1,682.0,1.6,15.9,유,유,시설없음,무,무,무,0.0,0,0,0,0,0,0,0,0,673,11.6,11.0,8.5,4.4,5.6,1.8,3.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,미설치,적정설치,0.0,0.0,33.0,6.0,2.0,8.0,8.0,8.0
S010001046-2022,서울특별시 양천구,S010001046,서울양화초등학교,0,1,1,635.0,2.6,17.2,유,유,시설없음,무,무,무,0.0,0,0,0,0,0,0,0,0,629,12.2,11.5,8.5,4.7,5.1,2.0,3.2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,미설치,적정설치,0.0,22.0,38.0,5.0,0.0,1.0,5.0,30.0
S010001046-2023,서울특별시 양천구,S010001046,서울양화초등학교,0,1,1,635.0,5.7,17.4,유,유,시설없음,무,무,무,0.0,0,0,0,0,0,0,0,0,628,11.0,11.8,8.4,3.8,4.8,2.0,2.3,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,미설치,적정설치,0.0,72.0,31.0,5.0,0.0,2.0,1.0,30.0
S010001046-2024,서울특별시 양천구,S010001046,서울양화초등학교,0,1,0,626.0,8.7,16.3,유,유,시설없음,무,무,무,0.0,0,0,0,0,0,0,0,0,618,12.5,11.8,8.2,3.1,7.0,2.3,2.8,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,미설치,적정설치,0.0,0.0,31.0,5.0,0.0,2.0,4.0,28.0
S010001048-2021,서울특별시 강서구,S010001048,서울염동초등학교,0,0,0,991.0,0.4,21.5,유,시설없음,시설없음,유,유,유,0.0,6,6,0,0,151,151,0,0,988,12.3,11.5,8.5,6.8,4.0,2.1,4.5,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,미설치,미설치,단순설치,0.0,7.0,39.0,1.0,0.0,2.0,8.0,8.0
S010001048-2022,서울특별시 강서구,S010001048,서울염동초등학교,0,0,0,988.0,2.8,20.3,유,시설없음,시설없음,유,유,유,0.0,12,0,38,26,331,0,995,669,983,10.0,10.0,7.0,3.0,4.0,1.6,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,미설치,미설치,단순설치,0.0,0.0,39.0,1.0,0.0,2.0,2.0,4.0
S010001048-2023,서울특별시 강서구,S010001048,서울염동초등학교,0,0,0,976.0,6.4,18.9,무,시설없음,시설없음,유,유,유,0.0,13,0,38,26,331,0,976,657,971,8.0,6.0,11.0,3.0,4.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,미설치,미설치,단순설치,0.0,0.0,39.0,1.0,0.0,2.0,0.0,26.0
S010001048-2024,서울특별시 강서구,S010001048,서울염동초등학교,0,1,1,924.0,9.0,17.8,무,시설없음,시설없음,유,유,유,0.0,26,39,38,26,641,924,924,924,917,8.0,6.0,11.0,11.0,4.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,0.0,0.0,39.0,1.0,0.0,2.0,0.0,28.0
S010001049-2021,서울특별시 강서구,S010001049,서울염창초등학교,0,1,0,860.0,0.6,17.4,무,무,시설없음,유,유,유,0.0,0,0,0,0,0,0,0,0,852,13.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,0.0,0.0,40.0,1.0,0.0,2.0,8.0,8.0
S010001049-2022,서울특별시 강서구,S010001049,서울염창초등학교,0,1,0,853.0,3.5,18.9,무,무,시설없음,유,유,유,0.0,0,0,0,0,0,0,0,0,846,10.0,9.0,3.0,2.0,3.0,0.0,1.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,0.0,1.0,40.0,1.0,0.0,2.0,0.0,38.0
S010001049-2023,서울특별시 강서구,S010001049,서울염창초등학교,0,1,0,905.0,7.3,18.0,무,무,시설없음,유,유,유,0.0,0,0,36,0,0,0,902,0,896,10.0,9.0,3.0,3.0,2.0,0.0,1.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,0.0,22.0,40.0,1.0,0.0,2.0,0.0,38.0
S010001049-2024,서울특별시 강서구,S010001049,서울염창초등학교,0,1,0,864.0,9.8,17.6,무,무,시설없음,유,유,유,0.0,0,0,38,0,0,0,856,0,855,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,0.0,5.0,40.0,1.0,0.0,2.0,0.0,38.0
S010001050-2021,서울특별시 양천구,S010001050,서울영도초등학교,0,0,0,1211.0,0.7,21.8,유,유,시설없음,유,유,유,4.5,0,0,0,0,0,0,0,0,1211,13.6,12.0,10.6,6.0,6.0,2.0,2.0,적정설치,단순설치,적정설치,단순설치,미설치,미설치,적정설치,적정설치,미설치,적정설치,단순설치,0.0,0.0,46.0,0.0,0.0,4.0,8.0,8.0
S010001050-2022,서울특별시 양천구,S010001050,서울영도초등학교,0,0,0,1220.0,2.1,21.6,유,유,시설없음,유,유,유,0.0,0,0,0,0,0,0,0,0,1220,12.8,10.5,9.3,5.0,6.0,2.3,1.8,적정설치,단순설치,적정설치,단순설치,단순설치,적정설치,적정설치,적정설치,단순설치,단순설치,단순설치,0.0,0.0,46.0,0.0,0.0,4.0,3.0,26.0
S010001050-2023,서울특별시 양천구,S010001050,서울영도초등학교,0,0,0,1188.0,4.9,20.3,무,무,시설없음,무,무,무,0.0,0,0,0,0,0,0,0,0,1188,11.6,10.6,18.8,3.7,4.0,1.3,1.6,적정설치,단순설치,적정설치,단순설치,단순설치,적정설치,적정설치,적정설치,단순설치,단순설치,단순설치,0.0,16.0,46.0,0.0,0.0,4.0,3.0,18.0
S010001050-2024,서울특별시 양천구,S010001050,서울영도초등학교,0,0,0,1117.0,4.5,19.8,무,무,시설없음,무,무,무,0.0,0,0,0,0,0,0,0,0,1117,11.6,9.0,18.4,8.0,8.0,1.0,1.5,적정설치,단순설치,적정설치,단순설치,단순설치,적정설치,적정설치,적정설치,단순설치,단순설치,단순설치,0.0,0.0,46.0,0.0,0.0,4.0,4.0,29.0
S010001051-2021,서울특별시 강서구,S010001051,서울우장초등학교,0,1,0,948.0,0.6,18.7,유,시설없음,유,유,유,시설없음,0.0,40,0,0,0,940,0,0,0,948,10.0,10.0,10.0,5.0,5.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,516.0,0.0,40.0,0.0,1.0,9.0,8.0,8.0
S010001051-2022,서울특별시 강서구,S010001051,서울우장초등학교,0,1,0,881.0,4.3,19.2,유,시설없음,유,유,유,시설없음,0.0,0,40,0,0,0,880,0,0,881,10.0,10.0,10.0,5.0,5.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,327.0,25.0,40.0,0.0,1.0,9.0,0.0,40.0
S010001051-2023,서울특별시 강서구,S010001051,서울우장초등학교,0,1,0,903.0,9.2,19.5,유,시설없음,유,유,유,시설없음,0.0,0,40,40,0,0,903,903,0,903,11.0,9.0,3.0,5.0,1.0,0.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,498.0,36.0,40.0,0.0,1.0,9.0,0.0,40.0
S010001051-2024,서울특별시 강서구,S010001051,서울우장초등학교,0,1,0,937.0,13.5,18.2,유,시설없음,유,유,유,시설없음,0.0,0,40,40,0,0,935,935,0,937,12.0,11.0,8.0,4.0,6.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,612.0,8.0,40.0,0.0,1.0,9.0,1.0,40.0
S010001052-2021,서울특별시 강서구,S010001052,서울월정초등학교,0,0,0,1016.0,0.5,17.9,유,무,시설없음,무,유,무,0.0,0,0,0,0,0,0,0,0,1015,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,155.0,132.0,46.0,1.0,0.0,3.0,8.0,8.0
S010001052-2022,서울특별시 강서구,S010001052,서울월정초등학교,0,0,0,964.0,3.3,17.5,유,무,시설없음,무,유,무,0.0,0,0,0,0,0,0,0,0,963,10.0,9.0,6.0,2.0,3.0,2.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,293.0,161.0,46.0,1.0,0.0,3.0,0.0,42.0
S010001052-2023,서울특별시 강서구,S010001052,서울월정초등학교,0,0,0,892.0,5.5,17.1,유,무,시설없음,무,무,무,0.0,0,0,58,0,0,0,892,0,885,12.0,10.0,10.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,318.0,116.0,45.0,1.0,0.0,3.0,0.0,44.0
S010001052-2024,서울특별시 강서구,S010001052,서울월정초등학교,0,0,0,854.0,7.3,17.4,유,무,시설없음,무,무,무,0.0,0,0,56,0,0,0,896,0,840,13.0,12.0,12.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,380.0,135.0,43.0,8.0,0.0,9.0,0.0,39.0
S010001053-2021,서울특별시 양천구,S010001053,서울월촌초등학교,0,0,0,1141.0,0.5,21.1,유,유,시설없음,유,무,유,0.0,0,0,0,0,0,0,0,0,1141,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,단순설치,적정설치,적정설치,적정설치,미설치,미설치,434.0,18.0,49.0,0.0,0.0,1.0,8.0,8.0
S010001053-2022,서울특별시 양천구,S010001053,서울월촌초등학교,0,0,0,1116.0,2.1,20.6,무,무,시설없음,무,무,무,0.0,0,0,0,0,0,0,0,0,1116,10.0,9.0,3.0,3.0,2.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,단순설치,적정설치,적정설치,적정설치,미설치,미설치,434.0,18.0,49.0,0.0,0.0,1.0,0.0,43.0
