key,지역,정보공시 학교코드,학교명,교과교실제(지정?운영),자율학교(지정?운영),수준별 수업(운영),전체학생수,연간1인당 보건실이용건수,수업교원 1인당 학생수,체육장 개방여부,체육관 개방여부,강당 개방여부,일반교과교실 개방여부,특별교실 개방여부,시청각실 개방여부,보호자비율,지도교사수-동아리?학생자치활동,지도교사수-또래활동,지도교사수-교육주간 활동,지도교사수-기타 학교폭력 예방활동,참여학생수-동아리?학생자치활동,참여학생수-또래활동,참여학생수-교육주간 활동,참여학생수-기타 학교폭력 예방활동,전체학생수_안전교육 계획 및 실시현황,생활안전교육 시간(단위활동차시)-합계,교통안전교육 시간(단위활동차시)-합계,폭력예방및신변보호교육 시간(단위활동차시)-합계,약물중독예방교육 시간(단위활동차시) - 합계 (2020년 이후),지능정보서비스과의존관련교육 시간(단위활동차시) - 합계 (2023년 이후),직업안전교육 시간(단위활동차시)-합계,응급처치교육 시간(단위활동차시)-합계,주 출입구 접근로 설치여부,장애인 전용 주차구역 지정여부,주 출입구 높이차이 제거여부,출입구(문) 설치유무,복도,계단/승강기/경사로/휠체어리프트 유무,장애인용 대변기 설치여부,장애인용 소변기 설치여부,점자블록 설치여부,유도 및 안내설비 설치여부,경보 및 피난설비 설치여부,상담실적(내부상담전문가),상담실적(외부상담전문가),교수학습공간 일반교실,교수학습공간 교과교실,교수학습공간 수준별교실,교수학습공간 특별교실,학생자율동아리 동아리수,창의적체험활동동아리 동아리수
S010001053-2023,서울특별시 양천구,S010001053,서울월촌초등학교,0,0,0,1052.0,4.5,19.5,무,무,시설없음,무,무,무,0.0,2,0,43,0,34,0,1052,0,1052,12.0,9.0,21.0,3.0,3.0,1.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,단순설치,적정설치,적정설치,적정설치,적정설치,미설치,287.0,13.0,49.0,0.0,0.0,1.0,0.0,43.0
S010001053-2024,서울특별시 양천구,S010001053,서울월촌초등학교,0,0,0,1013.0,9.8,19.0,무,무,시설없음,무,무,무,0.0,2,0,43,0,48,0,1026,0,1013,12.0,11.0,8.0,8.0,2.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,단순설치,단순설치,적정설치,적정설치,적정설치,적정설치,단순설치,271.0,50.0,49.0,0.0,0.0,1.0,0.0,34.0
S010001054-2021,서울특별시 양천구,S010001054,서울은정초등학교,0,1,0,346.0,1.3,14.7,무,무,무,무,무,무,0.0,6,0,0,2,8,0,0,23,337,11.0,11.0,10.0,4.0,5.0,2.0,2.5,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,미설치,260.0,0.0,20.0,4.0,0.0,3.0,8.0,8.0
S010001054-2022,서울특별시 양천구,S010001054,서울은정초등학교,0,1,0,337.0,4.1,15.0,유,무,무,무,무,무,0.0,1,0,7,0,20,0,10,0,329,10.0,10.0,10.0,4.0,5.0,2.0,2.5,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,미설치,438.0,16.0,20.0,4.0,0.0,3.0,1.0,12.0
S010001054-2023,서울특별시 양천구,S010001054,서울은정초등학교,0,1,0,346.0,6.8,13.4,유,무,무,무,무,무,0.0,1,0,6,0,24,0,10,0,335,12.0,11.0,12.0,10.0,10.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,미설치,387.0,28.0,20.0,4.0,0.0,3.0,0.0,12.0
S010001054-2024,서울특별시 양천구,S010001054,서울은정초등학교,0,1,0,309.0,5.9,14.4,유,시설없음,시설없음,무,무,무,0.0,1,0,17,0,18,0,309,0,299,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,미설치,276.0,29.0,20.0,4.0,0.0,3.0,0.0,12.0
S010001055-2021,서울특별시 강서구,S010001055,서울정곡초등학교,0,1,0,232.0,1.1,9.7,유,유,시설없음,유,유,무,0.0,0,0,0,0,0,0,0,0,229,13.8,11.0,14.5,8.0,2.8,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,0.0,0.0,19.0,4.0,0.0,2.0,8.0,8.0
S010001055-2022,서울특별시 강서구,S010001055,서울정곡초등학교,0,1,0,193.0,10.0,10.5,유,유,시설없음,유,유,무,0.0,14,0,14,0,102,0,195,0,190,10.0,8.7,3.0,2.2,2.8,0.2,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,0.0,0.0,19.0,4.0,0.0,2.0,0.0,2.0
S010001055-2023,서울특별시 강서구,S010001055,서울정곡초등학교,0,1,0,179.0,12.4,9.5,유,유,시설없음,유,유,무,0.0,13,0,13,0,123,0,179,0,176,14.0,11.8,19.7,10.1,2.0,2.8,4.4,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,0.0,0.0,17.0,4.0,0.0,3.0,0.0,4.0
S010001055-2024,서울특별시 강서구,S010001055,서울정곡초등학교,0,1,0,152.0,17.5,10.3,유,유,시설없음,유,유,무,0.0,12,0,12,0,151,0,151,0,148,13.5,12.8,18.9,9.9,2.0,4.6,5.2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,0.0,0.0,17.0,4.0,0.0,3.0,1.0,4.0
S010001056-2021,서울특별시 양천구,S010001056,서울정목초등학교,0,0,0,1144.0,1.4,17.2,유,유,시설없음,유,유,유,0.0,0,0,1,26,0,0,26,683,1141,11.0,10.0,7.0,4.0,6.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,228.0,0.0,46.0,2.0,2.0,10.0,8.0,8.0
S010001056-2022,서울특별시 양천구,S010001056,서울정목초등학교,0,0,0,1051.0,5.5,16.6,유,유,시설없음,유,유,유,0.0,2,0,47,47,12,0,1130,1130,1047,13.0,12.0,10.0,4.0,6.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,700.0,42.0,46.0,2.0,2.0,10.0,0.0,33.0
S010001056-2023,서울특별시 양천구,S010001056,서울정목초등학교,0,0,0,979.0,10.2,16.2,유,유,시설없음,유,유,유,0.0,4,0,45,0,21,0,979,0,975,13.0,12.0,10.0,4.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,979.0,14.0,44.0,4.0,2.0,10.0,0.0,31.0
S010001056-2024,서울특별시 양천구,S010001056,서울정목초등학교,0,0,0,893.0,10.9,17.1,유,유,시설없음,유,유,유,0.0,1,0,43,50,24,0,891,891,887,15.0,13.0,10.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,482.0,37.0,44.0,4.0,2.0,10.0,0.0,29.0
S010001057-2021,서울특별시 양천구,S010001057,서울지향초등학교,0,1,0,699.0,4.9,17.7,유,유,시설없음,유,유,유,0.0,1,0,0,0,11,0,0,0,693,12.0,11.0,8.0,2.0,8.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,미설치,미설치,11.0,0.0,32.0,6.0,0.0,5.0,8.0,8.0
S010001057-2022,서울특별시 양천구,S010001057,서울지향초등학교,0,1,0,656.0,2.3,17.7,유,유,시설없음,유,유,유,0.0,0,0,31,0,0,0,677,0,648,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,미설치,미설치,167.0,0.0,32.0,6.0,0.0,5.0,0.0,25.0
S010001057-2023,서울특별시 양천구,S010001057,서울지향초등학교,0,1,0,654.0,3.3,18.9,유,무,시설없음,유,유,유,0.0,0,0,31,0,0,0,677,0,651,12.0,11.0,8.0,7.0,3.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,미설치,미설치,190.0,0.0,32.0,6.0,0.0,5.0,0.0,24.0
S010001057-2024,서울특별시 양천구,S010001057,서울지향초등학교,0,1,0,663.0,5.0,16.3,유,무,시설없음,유,유,유,0.0,0,0,30,0,0,0,656,0,656,12.0,11.0,8.0,8.0,3.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,미설치,미설치,171.0,0.0,32.0,6.0,0.0,5.0,0.0,24.0
S010001058-2021,서울특별시 강서구,S010001058,서울치현초등학교,0,1,0,688.0,1.2,15.0,유,시설없음,유,유,유,유,0.0,0,0,0,0,0,0,0,0,687,14.0,13.0,10.0,4.0,6.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,0.0,0.0,36.0,2.0,0.0,4.0,8.0,8.0
S010001058-2022,서울특별시 강서구,S010001058,서울치현초등학교,0,1,0,598.0,3.0,14.6,유,시설없음,유,유,유,유,0.0,5,0,43,0,45,0,598,0,594,18.0,18.0,16.0,8.0,10.0,4.0,4.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,0.0,0.0,33.0,2.0,0.0,4.0,16.0,22.0
S010001058-2023,서울특별시 강서구,S010001058,서울치현초등학교,0,1,0,582.0,5.9,14.9,유,시설없음,유,유,유,유,0.0,5,21,43,2,45,437,598,20,578,10.0,9.0,3.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,253.0,20.0,29.0,5.0,0.0,4.0,11.0,24.0
S010001058-2024,서울특별시 강서구,S010001058,서울치현초등학교,0,1,0,535.0,8.1,14.9,유,시설없음,유,유,유,유,0.0,4,27,33,2,47,440,502,20,529,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,233.0,30.0,25.0,2.0,0.0,7.0,6.0,19.0
S010001059-2021,서울특별시 강서구,S010001059,서울탑산초등학교,0,0,0,487.0,1.4,13.2,유,유,시설없음,유,유,시설없음,0.0,0,0,0,0,0,0,0,0,478,13.0,12.0,10.0,6.0,4.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,미설치,적정설치,273.0,0.0,32.0,0.0,0.0,9.0,8.0,8.0
S010001059-2022,서울특별시 강서구,S010001059,서울탑산초등학교,0,0,0,463.0,6.1,15.2,유,유,시설없음,유,유,시설없음,11.6,0,0,0,0,0,0,0,0,454,12.0,11.0,8.0,6.0,4.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,미설치,적정설치,270.0,0.0,32.0,0.0,0.0,9.0,1.0,19.0
S010001059-2023,서울특별시 강서구,S010001059,서울탑산초등학교,0,0,0,455.0,6.7,16.1,유,유,시설없음,무,무,시설없음,0.0,0,0,18,0,0,0,452,0,444,10.0,10.0,10.0,5.0,5.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,250.0,0.0,32.0,0.0,0.0,9.0,1.0,19.0
S010001059-2024,서울특별시 강서구,S010001059,서울탑산초등학교,0,0,0,466.0,15.5,14.7,유,유,시설없음,무,무,시설없음,0.0,0,0,23,0,0,0,456,0,454,12.0,11.0,8.0,6.0,4.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,237.0,0.0,32.0,0.0,0.0,9.0,1.0,18.0
S010001060-2021,서울특별시 강서구,S010001060,서울화곡초등학교,0,0,0,968.0,0.9,18.4,유,유,시설없음,유,유,유,0.0,0,0,0,0,0,0,0,0,957,13.7,11.8,8.8,6.9,4.6,2.3,2.7,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,256.0,95.0,48.0,2.0,0.0,4.0,8.0,8.0
S010001060-2022,서울특별시 강서구,S010001060,서울화곡초등학교,0,0,0,903.0,4.0,16.8,유,유,시설없음,유,유,유,0.0,0,0,40,0,0,0,927,0,896,12.0,10.8,33.9,2.0,7.8,2.4,2.2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,306.0,117.0,48.0,2.0,0.0,4.0,0.0,28.0
S010001060-2023,서울특별시 강서구,S010001060,서울화곡초등학교,0,0,0,822.0,9.0,16.3,유,무,시설없음,무,무,무,0.0,0,0,56,0,0,0,798,0,813,12.0,11.0,8.0,6.0,4.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,378.0,140.0,48.0,2.0,0.0,4.0,0.0,28.0
S010001060-2024,서울특별시 강서구,S010001060,서울화곡초등학교,0,0,0,800.0,9.3,16.9,유,무,시설없음,무,무,무,0.0,0,0,52,25,0,0,746,558,788,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,401.0,180.0,46.0,2.0,0.0,6.0,0.0,37.0
S010001061-2021,서울특별시 강서구,S010001061,유석초등학교,0,0,0,297.0,1.3,27.8,유,무,시설없음,무,무,시설없음,0.0,0,0,0,0,0,0,0,0,297,10.0,9.0,3.0,2.0,3.0,0.0,1.0,미설치,적정설치,단순설치,미설치,미설치,단순설치,적정설치,미설치,미설치,미설치,미설치,0.0,297.0,12.0,3.0,0.0,3.0,8.0,8.0
S010001061-2022,서울특별시 강서구,S010001061,유석초등학교,0,0,0,334.0,1.4,25.8,무,무,시설없음,무,무,시설없음,0.0,0,0,0,0,0,0,0,0,334,10.0,9.0,3.0,3.0,2.0,0.0,1.0,미설치,적정설치,단순설치,미설치,미설치,미설치,적정설치,적정설치,미설치,미설치,미설치,0.0,299.0,12.0,3.0,0.0,3.0,0.0,1.0
S010001061-2023,서울특별시 강서구,S010001061,유석초등학교,0,0,0,336.0,9.4,28.3,무,무,시설없음,무,무,시설없음,0.0,12,12,12,12,340,340,340,340,336,10.0,9.0,3.0,3.0,2.0,0.0,1.0,미설치,적정설치,단순설치,미설치,미설치,미설치,적정설치,적정설치,미설치,미설치,미설치,0.0,336.0,12.0,3.0,0.0,3.0,0.0,1.0
S010001061-2024,서울특별시 강서구,S010001061,유석초등학교,0,0,0,340.0,8.9,28.8,무,무,시설없음,무,무,시설없음,0.0,12,12,12,12,340,340,340,340,340,12.0,11.0,8.0,5.0,5.0,2.0,2.0,미설치,적정설치,단순설치,미설치,미설치,미설치,적정설치,적정설치,미설치,미설치,미설치,640.0,340.0,12.0,3.0,0.0,3.0,0.0,1.0
S010001165-2021,서울특별시 금천구,S010001165,가산중학교,0,0,0,430.0,2.3,13.2,유,유,시설없음,유,유,시설없음,0.0,0,2,0,0,0,12,0,0,420,14.0,8.6,8.0,4.2,4.2,3.3,2.7,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,374.0,0.0,20.0,5.0,4.0,9.0,8.0,8.0
S010001165-2022,서울특별시 금천구,S010001165,가산중학교,0,0,0,437.0,8.4,10.9,유,유,시설없음,유,유,시설없음,0.0,0,2,0,0,0,14,0,0,428,17.0,8.0,7.0,4.0,3.0,3.0,3.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,단순설치,적정설치,513.0,0.0,20.0,5.0,4.0,9.0,9.0,35.0
S010001165-2023,서울특별시 금천구,S010001165,가산중학교,0,0,0,426.0,17.3,10.3,유,유,시설없음,유,무,시설없음,0.0,0,2,0,0,0,11,0,0,414,17.0,11.0,19.0,7.0,4.0,4.0,4.0,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,단순설치,단순설치,단순설치,미설치,미설치,513.0,0.0,20.0,5.0,4.0,9.0,10.0,29.0
S010001165-2024,서울특별시 금천구,S010001165,가산중학교,0,0,0,423.0,13.2,10.9,유,유,시설없음,유,무,시설없음,0.0,0,2,0,0,0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,단순설치,단순설치,단순설치,미설치,미설치,522.0,0.0,20.0,5.0,4.0,9.0,13.0,29.0
S010001166-2021,서울특별시 구로구,S010001166,개봉중학교,0,0,0,424.0,0.9,10.8,유,시설없음,유,유,유,시설없음,0.0,0,0,0,1,0,0,0,13,413,5.0,4.0,10.0,2.0,2.0,4.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,435.0,215.0,19.0,0.0,0.0,9.0,8.0,8.0
S010001166-2022,서울특별시 구로구,S010001166,개봉중학교,0,0,0,410.0,5.6,10.9,유,시설없음,무,무,무,시설없음,0.0,0,2,0,0,0,12,0,0,401,8.0,6.0,7.0,2.0,3.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,415.0,0.0,19.0,0.0,0.0,9.0,0.0,49.0
S010001166-2023,서울특별시 구로구,S010001166,개봉중학교,0,0,0,393.0,10.7,12.2,유,시설없음,무,무,무,시설없음,0.0,0,2,0,0,0,12,0,0,385,8.0,6.0,7.0,2.0,3.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,507.0,0.0,19.0,0.0,0.0,9.0,4.0,43.0
S010001166-2024,서울특별시 구로구,S010001166,개봉중학교,0,0,0,379.0,9.1,11.3,유,시설없음,유,유,무,시설없음,0.0,2,1,0,0,12,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,718.0,55.0,19.0,0.0,0.0,9.0,4.0,50.0
S010001167-2021,서울특별시 구로구,S010001167,개웅중학교,0,0,0,574.0,1.1,13.6,유,유,시설없음,유,유,무,0.0,0,0,0,0,0,0,0,0,574,9.0,9.0,9.0,3.0,3.0,2.0,4.0,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,적정설치,미설치,미설치,미설치,278.0,0.0,23.0,6.0,0.0,9.0,8.0,8.0
S010001167-2022,서울특별시 구로구,S010001167,개웅중학교,0,0,0,559.0,5.9,13.9,유,유,시설없음,유,유,무,0.0,0,0,0,0,0,0,0,0,559,9.0,8.0,7.0,1.0,6.0,1.0,1.0,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,적정설치,미설치,미설치,미설치,697.0,41.0,23.0,5.0,0.0,10.0,6.0,37.0
S010001167-2023,서울특별시 구로구,S010001167,개웅중학교,0,0,0,543.0,9.6,12.3,유,유,시설없음,무,무,무,0.0,0,1,3,7,0,14,14,16,543,13.0,10.0,8.0,7.0,6.0,2.0,4.0,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,적정설치,미설치,미설치,미설치,779.0,82.0,23.0,5.0,0.0,10.0,6.0,34.0
S010001167-2024,서울특별시 구로구,S010001167,개웅중학교,0,0,0,480.0,6.8,13.0,유,유,시설없음,무,무,무,0.0,0,0,2,2,0,0,14,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,적정설치,미설치,미설치,미설치,515.0,34.0,20.0,5.0,0.0,10.0,5.0,27.0
S010001168-2021,서울특별시 구로구,S010001168,고척중학교,0,0,0,982.0,1.5,15.2,유,유,시설없음,무,무,무,0.0,0,1,0,0,0,18,0,0,977,10.0,10.0,10.0,5.0,5.0,3.0,5.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,343.0,74.0,36.0,1.0,1.0,10.0,8.0,8.0
S010001168-2022,서울특별시 구로구,S010001168,고척중학교,0,0,0,944.0,4.6,14.7,유,유,시설없음,무,무,무,0.0,0,1,0,0,0,16,0,0,938,10.0,10.0,10.0,6.0,4.0,3.0,5.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,873.0,47.0,36.0,1.0,1.0,10.0,13.0,61.0
S010001168-2023,서울특별시 구로구,S010001168,고척중학교,0,0,0,894.0,7.8,12.3,유,유,시설없음,유,무,무,0.0,0,1,0,0,0,16,0,0,890,10.0,8.0,5.0,6.0,6.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,779.0,68.0,36.0,1.0,1.0,10.0,18.0,58.0
S010001168-2024,서울특별시 구로구,S010001168,고척중학교,0,0,0,815.0,10.1,13.9,유,유,시설없음,유,무,무,0.0,0,1,0,0,0,16,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,811.0,41.0,32.0,1.0,1.0,11.0,16.0,36.0
S010001169-2021,서울특별시 구로구,S010001169,구로중학교,0,1,1,462.0,0.9,11.2,유,유,시설없음,유,무,무,0.0,0,0,0,0,0,0,0,0,458,10.0,10.0,11.0,5.0,5.0,3.0,3.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,미설치,34.0,0.0,22.0,16.0,0.0,8.0,8.0,8.0
S010001169-2022,서울특별시 구로구,S010001169,구로중학교,0,0,1,436.0,6.3,11.7,유,유,시설없음,유,무,무,0.0,1,0,0,0,8,0,0,0,431,8.0,8.0,5.0,2.0,3.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,미설치,321.0,57.0,22.0,16.0,0.0,8.0,14.0,42.0
S010001169-2023,서울특별시 구로구,S010001169,구로중학교,0,0,1,421.0,12.3,9.8,유,유,시설없음,유,무,무,0.0,1,0,0,0,11,0,0,0,414,8.0,8.0,5.0,2.0,3.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,미설치,424.0,86.0,22.0,16.0,0.0,8.0,20.0,35.0
S010001169-2024,서울특별시 구로구,S010001169,구로중학교,0,0,0,391.0,10.6,13.3,유,유,시설없음,유,무,무,0.0,0,1,0,0,0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,426.0,0.0,22.0,16.0,0.0,8.0,16.0,32.0
S010001170-2021,서울특별시 구로구,S010001170,구일중학교,0,0,0,564.0,1.4,14.2,유,유,시설없음,유,유,시설없음,0.0,0,0,0,0,0,0,0,0,563,14.0,14.0,12.0,6.0,6.0,4.0,3.0,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,229.0,49.0,25.0,1.0,1.0,7.0,8.0,8.0
S010001170-2022,서울특별시 구로구,S010001170,구일중학교,0,0,0,626.0,6.5,13.1,유,유,시설없음,유,유,시설없음,0.0,0,0,0,0,0,0,0,0,624,10.0,10.0,10.0,5.0,5.0,3.0,2.0,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,842.0,288.0,25.0,1.0,1.0,7.0,20.0,42.0
S010001170-2023,서울특별시 구로구,S010001170,구일중학교,0,0,0,591.0,12.4,13.7,유,유,시설없음,유,유,시설없음,0.0,1,0,0,0,20,0,0,0,587,10.0,10.0,10.0,5.0,5.0,3.0,2.0,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,857.0,15.0,25.0,1.0,1.0,7.0,24.0,40.0
S010001170-2024,서울특별시 구로구,S010001170,구일중학교,0,0,0,574.0,13.5,13.5,유,유,시설없음,유,유,시설없음,0.0,1,0,0,0,23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,432.0,9.0,23.0,1.0,1.0,7.0,20.0,36.0
S010001171-2021,서울특별시 금천구,S010001171,난곡중학교,1,0,0,322.0,1.6,10.1,유,유,시설없음,유,유,시설없음,0.0,1,1,0,2,15,15,0,20,316,8.0,4.0,8.0,4.0,3.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,418.0,0.0,15.0,13.0,0.0,17.0,8.0,8.0
