key,상담실적(내부상담전문가),상담실적(외부상담전문가),교수학습공간 일반교실,교수학습공간 교과교실,교수학습공간 수준별교실,교수학습공간 특별교실,학생자율동아리 동아리수,창의적체험활동동아리 동아리수
S010001426-2022,374.0,298.0,36.0,9.0,0.0,10.0,0.0,31.0
S010001426-2023,385.0,317.0,36.0,9.0,0.0,10.0,0.0,33.0
S010001426-2024,216.0,119.0,36.0,9.0,0.0,10.0,0.0,33.0
S010001427-2021,354.0,72.0,24.0,5.0,0.0,4.0,8.0,8.0
S010001427-2022,477.0,84.0,24.0,5.0,0.0,4.0,2.0,19.0
S010001427-2023,170.0,70.0,24.0,5.0,0.0,4.0,2.0,18.0
S010001427-2024,165.0,3.0,24.0,5.0,0.0,4.0,1.0,19.0
S010001428-2021,425.0,0.0,54.0,2.0,1.0,4.0,8.0,8.0
S010001428-2022,851.0,0.0,54.0,2.0,1.0,4.0,0.0,53.0
S010001428-2023,851.0,0.0,49.0,2.0,1.0,4.0,1.0,49.0
S010001428-2024,813.0,0.0,47.0,2.0,1.0,5.0,0.0,47.0
S010001429-2021,0.0,0.0,15.0,3.0,0.0,2.0,8.0,8.0
S010001429-2022,110.0,64.0,15.0,3.0,0.0,2.0,0.0,14.0
S010001429-2023,597.0,100.0,15.0,3.0,0.0,2.0,1.0,21.0
S010001429-2024,465.0,42.0,17.0,3.0,0.0,2.0,1.0,21.0
S010001430-2021,152.0,17.0,34.0,0.0,1.0,17.0,8.0,8.0
S010001430-2022,302.0,85.0,34.0,0.0,1.0,17.0,1.0,22.0
S010001430-2023,512.0,67.0,34.0,0.0,1.0,17.0,1.0,29.0
S010001430-2024,464.0,71.0,34.0,0.0,1.0,17.0,1.0,27.0
S010001431-2021,296.0,27.0,21.0,4.0,0.0,6.0,8.0,8.0
S010001431-2022,878.0,147.0,19.0,4.0,0.0,7.0,0.0,18.0
S010001431-2023,749.0,96.0,16.0,4.0,0.0,8.0,0.0,16.0
S010001431-2024,1031.0,92.0,15.0,3.0,0.0,9.0,0.0,15.0
S010001432-2021,400.0,3.0,19.0,4.0,0.0,18.0,8.0,8.0
S010001432-2022,722.0,212.0,19.0,4.0,0.0,18.0,0.0,14.0
S010001432-2023,664.0,156.0,19.0,4.0,0.0,18.0,0.0,12.0
S010001432-2024,854.0,96.0,19.0,4.0,0.0,18.0,0.0,12.0
S010001433-2021,282.0,60.0,18.0,3.0,0.0,23.0,8.0,8.0
S010001433-2022,310.0,44.0,18.0,3.0,0.0,23.0,0.0,10.0
S010001433-2023,389.0,61.0,18.0,3.0,0.0,23.0,8.0,12.0
S010001433-2024,489.0,0.0,18.0,3.0,0.0,23.0,4.0,11.0
S010001434-2021,349.0,0.0,23.0,0.0,0.0,29.0,8.0,8.0
S010001434-2022,420.0,0.0,24.0,0.0,0.0,28.0,4.0,24.0
S010001434-2023,420.0,0.0,24.0,0.0,0.0,28.0,24.0,4.0
S010001434-2024,470.0,0.0,24.0,0.0,0.0,28.0,24.0,3.0
S010001545-2021,273.0,81.0,19.0,4.0,0.0,10.0,8.0,8.0
S010001545-2022,52.0,0.0,14.0,10.0,0.0,1.0,7.0,25.0
S010001545-2023,79.0,0.0,14.0,10.0,1.0,1.0,7.0,23.0
S010001545-2024,90.0,0.0,14.0,10.0,1.0,1.0,7.0,21.0
S010001546-2021,384.0,9.0,16.0,6.0,0.0,13.0,8.0,8.0
S010001546-2022,368.0,11.0,16.0,6.0,0.0,13.0,3.0,28.0
S010001546-2023,352.0,2.0,16.0,6.0,0.0,13.0,8.0,25.0
S010001546-2024,454.0,20.0,15.0,6.0,0.0,8.0,5.0,30.0
S010001547-2021,999.0,33.0,16.0,5.0,0.0,7.0,8.0,8.0
S010001547-2022,949.0,36.0,16.0,5.0,0.0,7.0,12.0,39.0
S010001547-2023,508.0,55.0,16.0,5.0,0.0,7.0,7.0,39.0
S010001547-2024,449.0,23.0,13.0,8.0,0.0,5.0,11.0,34.0
S010001548-2021,138.0,1.0,13.0,0.0,1.0,8.0,8.0,8.0
S010001548-2022,258.0,4.0,13.0,0.0,0.0,8.0,8.0,20.0
S010001548-2023,276.0,4.0,13.0,0.0,0.0,8.0,9.0,20.0
S010001548-2024,223.0,31.0,13.0,0.0,0.0,8.0,9.0,21.0
S010001549-2021,345.0,25.0,15.0,2.0,0.0,10.0,8.0,8.0
S010001549-2022,366.0,20.0,15.0,2.0,0.0,10.0,11.0,31.0
S010001549-2023,346.0,18.0,15.0,2.0,0.0,11.0,11.0,30.0
S010001549-2024,310.0,114.0,17.0,2.0,0.0,11.0,13.0,29.0
S010001550-2021,321.0,64.0,23.0,5.0,0.0,9.0,8.0,8.0
S010001550-2022,804.0,32.0,23.0,5.0,0.0,9.0,9.0,35.0
S010001550-2023,805.0,21.0,22.0,5.0,0.0,8.0,24.0,37.0
S010001550-2024,761.0,12.0,22.0,5.0,0.0,8.0,18.0,36.0
S010001551-2021,466.0,32.0,16.0,0.0,0.0,8.0,8.0,8.0
S010001551-2022,426.0,72.0,16.0,0.0,0.0,8.0,2.0,44.0
S010001551-2023,382.0,94.0,15.0,1.0,0.0,7.0,2.0,43.0
S010001551-2024,446.0,120.0,15.0,0.0,0.0,7.0,1.0,24.0
S010001552-2021,285.0,0.0,0.0,19.0,0.0,12.0,8.0,8.0
S010001552-2022,667.0,4.0,0.0,19.0,0.0,12.0,2.0,32.0
S010001552-2023,656.0,0.0,0.0,19.0,0.0,12.0,1.0,21.0
S010001552-2024,631.0,15.0,0.0,19.0,0.0,12.0,1.0,22.0
S010001553-2021,566.0,132.0,14.0,6.0,5.0,11.0,8.0,8.0
S010001553-2022,512.0,23.0,14.0,6.0,5.0,11.0,8.0,24.0
S010001553-2023,690.0,27.0,12.0,5.0,6.0,12.0,7.0,23.0
S010001553-2024,782.0,27.0,12.0,3.0,0.0,11.0,3.0,26.0
S010001554-2021,95.0,11.0,25.0,5.0,0.0,9.0,8.0,8.0
S010001554-2022,509.0,62.0,24.0,5.0,0.0,10.0,1.0,40.0
S010001554-2023,503.0,83.0,24.0,5.0,0.0,10.0,7.0,39.0
S010001554-2024,429.0,122.0,24.0,5.0,0.0,10.0,10.0,37.0
S010001555-2021,454.0,0.0,30.0,4.0,0.0,8.0,8.0,8.0
S010001555-2022,382.0,0.0,30.0,4.0,0.0,8.0,8.0,54.0
S010001555-2023,352.0,37.0,27.0,7.0,2.0,8.0,9.0,52.0
S010001555-2024,708.0,47.0,27.0,7.0,2.0,8.0,11.0,77.0
S010001556-2021,241.0,24.0,17.0,0.0,2.0,12.0,8.0,8.0
S010001556-2022,458.0,61.0,17.0,0.0,2.0,12.0,7.0,26.0
S010001556-2023,449.0,22.0,15.0,0.0,2.0,12.0,9.0,25.0
S010001556-2024,496.0,41.0,15.0,0.0,0.0,8.0,5.0,39.0
S010001557-2021,204.0,44.0,15.0,13.0,0.0,8.0,8.0,8.0
S010001557-2022,376.0,23.0,15.0,13.0,0.0,7.0,9.0,23.0
S010001557-2023,589.0,24.0,15.0,13.0,0.0,7.0,9.0,29.0
S010001557-2024,377.0,3.0,15.0,13.0,0.0,7.0,7.0,26.0
S010001558-2021,454.0,32.0,18.0,11.0,0.0,0.0,8.0,8.0
S010001558-2022,362.0,40.0,18.0,11.0,0.0,0.0,12.0,18.0
S010001558-2023,917.0,226.0,16.0,8.0,0.0,5.0,5.0,21.0
S010001558-2024,800.0,142.0,16.0,8.0,0.0,5.0,12.0,31.0
S010001559-2021,230.0,57.0,20.0,4.0,0.0,11.0,8.0,8.0
S010001559-2022,256.0,14.0,20.0,4.0,0.0,11.0,8.0,37.0
S010001559-2023,131.0,14.0,20.0,4.0,0.0,11.0,12.0,42.0
S010001559-2024,368.0,0.0,20.0,4.0,0.0,11.0,13.0,34.0
S010001560-2021,374.0,50.0,0.0,17.0,2.0,6.0,8.0,8.0
S010001560-2022,686.0,3.0,0.0,17.0,2.0,6.0,7.0,23.0
S010001560-2023,592.0,0.0,0.0,17.0,2.0,6.0,6.0,22.0
S010001560-2024,384.0,0.0,12.0,5.0,2.0,6.0,2.0,21.0
S010001561-2021,400.0,60.0,22.0,6.0,0.0,19.0,8.0,8.0
S010001561-2022,584.0,0.0,22.0,6.0,0.0,19.0,4.0,45.0
S010001561-2023,629.0,13.0,22.0,6.0,0.0,19.0,3.0,45.0
S010001561-2024,273.0,4.0,20.0,7.0,0.0,10.0,4.0,41.0
S010001562-2021,331.0,16.0,20.0,3.0,0.0,9.0,8.0,8.0
S010001562-2022,640.0,95.0,20.0,3.0,0.0,9.0,13.0,34.0
S010001562-2023,653.0,31.0,20.0,3.0,0.0,9.0,12.0,34.0
S010001562-2024,503.0,22.0,20.0,3.0,0.0,9.0,13.0,34.0
S010001563-2021,223.0,0.0,20.0,3.0,0.0,9.0,8.0,8.0
S010001563-2022,338.0,2.0,20.0,1.0,0.0,9.0,0.0,31.0
S010001563-2023,465.0,2.0,18.0,3.0,0.0,9.0,0.0,41.0
S010001563-2024,551.0,7.0,18.0,3.0,0.0,9.0,0.0,40.0
S010001564-2021,345.0,58.0,22.0,3.0,0.0,10.0,8.0,8.0
S010001564-2022,623.0,62.0,22.0,3.0,0.0,10.0,25.0,34.0
S010001564-2023,287.0,13.0,22.0,3.0,0.0,10.0,13.0,34.0
S010001564-2024,328.0,1.0,22.0,3.0,0.0,10.0,17.0,35.0
S010001565-2021,340.0,5.0,13.0,0.0,2.0,3.0,8.0,8.0
S010001565-2022,480.0,50.0,13.0,0.0,1.0,3.0,0.0,22.0
S010001565-2023,490.0,45.0,12.0,0.0,1.0,3.0,0.0,19.0
S010001565-2024,450.0,48.0,12.0,0.0,1.0,3.0,0.0,20.0
S010001566-2021,121.0,0.0,24.0,0.0,0.0,6.0,8.0,8.0
S010001566-2022,387.0,0.0,24.0,0.0,0.0,6.0,7.0,26.0
S010001566-2023,394.0,0.0,24.0,0.0,0.0,6.0,9.0,24.0
S010001566-2024,418.0,0.0,24.0,0.0,0.0,6.0,10.0,23.0
S010001567-2021,458.0,10.0,21.0,10.0,0.0,2.0,8.0,8.0
S010001567-2022,456.0,10.0,21.0,10.0,0.0,2.0,17.0,25.0
S010001567-2023,578.0,30.0,18.0,16.0,0.0,0.0,14.0,25.0
S010001567-2024,608.0,26.0,18.0,16.0,0.0,0.0,13.0,24.0
S010001568-2021,119.0,28.0,13.0,7.0,1.0,7.0,8.0,8.0
S010001568-2022,271.0,95.0,13.0,7.0,1.0,7.0,5.0,23.0
S010001568-2023,404.0,54.0,13.0,7.0,1.0,6.0,6.0,23.0
S010001568-2024,392.0,37.0,13.0,7.0,1.0,6.0,5.0,24.0
S010001569-2021,202.0,22.0,13.0,13.0,0.0,8.0,8.0,8.0
S010001569-2022,498.0,18.0,13.0,13.0,0.0,8.0,8.0,23.0
S010001569-2023,441.0,20.0,13.0,13.0,0.0,8.0,7.0,30.0
S010001569-2024,535.0,4.0,13.0,13.0,0.0,8.0,9.0,20.0
S010001570-2021,311.0,26.0,17.0,7.0,0.0,7.0,8.0,8.0
S010001570-2022,340.0,26.0,17.0,7.0,0.0,7.0,7.0,35.0
S010001570-2023,323.0,0.0,17.0,7.0,0.0,7.0,8.0,35.0
S010001570-2024,334.0,25.0,17.0,7.0,0.0,7.0,8.0,28.0
S010001571-2021,282.0,20.0,13.0,0.0,4.0,11.0,8.0,8.0
S010001571-2022,290.0,81.0,13.0,0.0,4.0,11.0,2.0,21.0
S010001571-2023,567.0,102.0,13.0,0.0,4.0,11.0,4.0,20.0
S010001571-2024,373.0,30.0,13.0,0.0,4.0,11.0,5.0,20.0
S010001572-2021,426.0,0.0,27.0,11.0,0.0,12.0,8.0,8.0
S010001572-2022,443.0,85.0,27.0,11.0,0.0,12.0,14.0,52.0
S010001572-2023,323.0,90.0,27.0,11.0,0.0,12.0,10.0,33.0
S010001572-2024,311.0,81.0,19.0,18.0,0.0,12.0,11.0,33.0
S010001573-2021,340.0,86.0,26.0,1.0,1.0,5.0,8.0,8.0
S010001573-2022,610.0,106.0,26.0,1.0,1.0,5.0,1.0,41.0
S010001573-2023,897.0,98.0,26.0,1.0,1.0,5.0,3.0,42.0
S010001573-2024,681.0,50.0,26.0,1.0,1.0,13.0,5.0,38.0
S010001575-2021,640.0,0.0,27.0,0.0,0.0,10.0,8.0,8.0
S010001575-2022,789.0,0.0,27.0,0.0,0.0,10.0,20.0,40.0
S010001575-2023,317.0,33.0,27.0,0.0,0.0,10.0,15.0,37.0
S010001575-2024,339.0,58.0,27.0,0.0,0.0,9.0,8.0,38.0
S010001576-2021,308.0,0.0,40.0,0.0,0.0,8.0,8.0,8.0
S010001576-2022,308.0,0.0,40.0,0.0,0.0,8.0,2.0,35.0
S010001576-2023,483.0,34.0,40.0,0.0,0.0,7.0,2.0,36.0
S010001576-2024,607.0,34.0,38.0,0.0,0.0,9.0,1.0,33.0
S010001577-2021,559.0,150.0,33.0,4.0,0.0,12.0,8.0,8.0
S010001577-2022,807.0,250.0,33.0,4.0,0.0,12.0,0.0,27.0
S010001577-2023,903.0,228.0,33.0,4.0,0.0,12.0,0.0,27.0
S010001577-2024,905.0,160.0,33.0,4.0,0.0,12.0,0.0,26.0
S010001578-2021,560.0,0.0,59.0,2.0,0.0,3.0,8.0,8.0
S010001578-2022,215.0,0.0,59.0,2.0,0.0,3.0,0.0,57.0
S010001578-2023,215.0,0.0,59.0,2.0,0.0,3.0,0.0,0.0
S010001578-2024,220.0,0.0,59.0,2.0,0.0,3.0,0.0,60.0
S010001579-2021,319.0,0.0,29.0,3.0,0.0,7.0,8.0,8.0
S010001579-2022,695.0,0.0,29.0,3.0,0.0,7.0,0.0,12.0
S010001579-2023,678.0,0.0,29.0,3.0,0.0,7.0,0.0,18.0
S010001579-2024,687.0,0.0,29.0,3.0,0.0,7.0,0.0,15.0
S010001580-2021,314.0,148.0,38.0,2.0,0.0,8.0,8.0,8.0
S010001580-2022,534.0,186.0,35.0,3.0,0.0,9.0,2.0,36.0
S010001580-2023,656.0,0.0,35.0,3.0,0.0,9.0,3.0,34.0
S010001580-2024,350.0,8.0,35.0,3.0,0.0,9.0,0.0,31.0
S010001581-2021,0.0,0.0,39.0,4.0,0.0,2.0,8.0,8.0
S010001581-2022,0.0,0.0,38.0,2.0,0.0,2.0,0.0,36.0
S010001581-2023,0.0,0.0,38.0,2.0,0.0,2.0,2.0,34.0
S010001581-2024,40.0,0.0,38.0,2.0,0.0,2.0,1.0,33.0
S010001582-2021,515.0,115.0,25.0,8.0,0.0,2.0,8.0,8.0
S010001582-2022,980.0,445.0,30.0,4.0,1.0,5.0,0.0,24.0
S010001582-2023,910.0,430.0,28.0,4.0,2.0,5.0,0.0,22.0
S010001582-2024,268.0,384.0,29.0,6.0,2.0,4.0,0.0,22.0
S010001583-2021,311.0,14.0,26.0,5.0,3.0,9.0,8.0,8.0
S010001583-2022,731.0,93.0,26.0,5.0,3.0,9.0,2.0,25.0
S010001583-2023,835.0,99.0,26.0,5.0,3.0,9.0,1.0,17.0
S010001583-2024,816.0,187.0,23.0,11.0,3.0,6.0,2.0,21.0
S010001584-2021,354.0,69.0,31.0,0.0,0.0,4.0,8.0,8.0
S010001584-2022,387.0,46.0,31.0,0.0,0.0,4.0,1.0,27.0
S010001584-2023,374.0,32.0,29.0,2.0,0.0,4.0,1.0,25.0
S010001584-2024,372.0,34.0,29.0,2.0,0.0,4.0,1.0,15.0
S010001585-2021,234.0,0.0,20.0,2.0,0.0,2.0,8.0,8.0
S010001585-2022,518.0,110.0,20.0,2.0,0.0,2.0,5.0,16.0
S010001585-2023,546.0,112.0,15.0,3.0,0.0,3.0,2.0,19.0
S010001585-2024,686.0,188.0,15.0,3.0,0.0,3.0,0.0,15.0
S010001586-2021,179.0,20.0,40.0,1.0,0.0,6.0,8.0,8.0
S010001586-2022,461.0,5.0,39.0,2.0,0.0,5.0,0.0,30.0
S010001586-2023,914.0,198.0,39.0,2.0,0.0,5.0,0.0,29.0
S010001586-2024,630.0,109.0,39.0,2.0,0.0,5.0,0.0,27.0
S010001587-2021,0.0,0.0,46.0,0.0,0.0,8.0,8.0,8.0
S010001587-2022,0.0,4.0,46.0,0.0,0.0,8.0,2.0,50.0
S010001587-2023,582.0,0.0,53.0,0.0,0.0,8.0,1.0,48.0
S010001587-2024,582.0,0.0,53.0,0.0,0.0,8.0,0.0,31.0
S010001588-2021,397.0,54.0,20.0,4.0,2.0,10.0,8.0,8.0
S010001588-2022,387.0,63.0,24.0,1.0,1.0,10.0,0.0,14.0
S010001588-2023,389.0,48.0,24.0,1.0,1.0,10.0,0.0,15.0
S010001588-2024,174.0,43.0,27.0,1.0,1.0,10.0,0.0,17.0
S010001589-2021,976.0,0.0,31.0,8.0,1.0,11.0,8.0,8.0
S010001589-2022,976.0,0.0,31.0,8.0,1.0,11.0,1.0,23.0
S010001589-2023,942.0,218.0,31.0,8.0,1.0,11.0,1.0,21.0
S010001589-2024,152.0,0.0,31.0,8.0,1.0,11.0,1.0,19.0
S010001590-2021,394.0,0.0,39.0,0.0,0.0,13.0,8.0,8.0
S010001590-2022,464.0,0.0,39.0,0.0,0.0,13.0,8.0,21.0
S010001590-2023,585.0,0.0,39.0,0.0,0.0,13.0,5.0,26.0
S010001590-2024,629.0,0.0,39.0,0.0,0.0,13.0,6.0,27.0
S010001591-2021,449.0,75.0,10.0,2.0,0.0,7.0,8.0,8.0
S010001591-2022,430.0,96.0,10.0,1.0,0.0,2.0,1.0,9.0
S010001591-2023,436.0,120.0,10.0,1.0,0.0,2.0,9.0,9.0
S010001591-2024,266.0,0.0,9.0,1.0,0.0,2.0,8.0,9.0
S010001592-2021,0.0,20.0,46.0,3.0,1.0,6.0,8.0,8.0
S010001592-2022,0.0,58.0,46.0,3.0,1.0,6.0,0.0,23.0
S010001592-2023,31.0,0.0,46.0,3.0,1.0,6.0,0.0,21.0
S010001592-2024,208.0,0.0,45.0,3.0,0.0,6.0,0.0,31.0
S010001593-2021,232.0,13.0,32.0,4.0,4.0,3.0,8.0,8.0
S010001593-2022,147.0,0.0,32.0,4.0,4.0,3.0,6.0,22.0
S010001593-2023,402.0,0.0,32.0,4.0,4.0,3.0,0.0,18.0
S010001593-2024,848.0,0.0,32.0,4.0,4.0,3.0,0.0,22.0
S010001594-2021,0.0,4.0,28.0,1.0,0.0,3.0,8.0,8.0
S010001594-2022,0.0,0.0,28.0,1.0,0.0,3.0,3.0,13.0
S010001594-2023,0.0,260.0,27.0,2.0,2.0,6.0,0.0,12.0
S010001594-2024,58.0,0.0,23.0,2.0,1.0,4.0,0.0,11.0
S010001595-2021,0.0,129.0,45.0,1.0,0.0,9.0,8.0,8.0
S010001595-2022,0.0,182.0,45.0,1.0,0.0,9.0,1.0,41.0
S010001595-2023,300.0,26.0,41.0,4.0,0.0,11.0,2.0,41.0
S010001595-2024,300.0,26.0,41.0,4.0,0.0,11.0,0.0,37.0
S010001596-2021,299.0,18.0,47.0,0.0,0.0,12.0,8.0,8.0
S010001596-2022,491.0,12.0,47.0,0.0,0.0,12.0,21.0,45.0
S010001596-2023,625.0,11.0,47.0,0.0,0.0,12.0,3.0,45.0
S010001596-2024,689.0,42.0,47.0,0.0,0.0,12.0,1.0,42.0
S010001597-2021,0.0,6.0,27.0,5.0,0.0,4.0,8.0,8.0
S010001597-2022,0.0,0.0,27.0,5.0,0.0,4.0,0.0,25.0
S010001597-2023,0.0,0.0,25.0,4.0,0.0,3.0,0.0,24.0
S010001597-2024,0.0,0.0,22.0,4.0,0.0,5.0,1.0,22.0
S010001598-2021,0.0,0.0,35.0,3.0,0.0,8.0,8.0,8.0
S010001598-2022,0.0,0.0,33.0,8.0,0.0,19.0,0.0,27.0
S010001598-2023,0.0,0.0,33.0,8.0,0.0,20.0,0.0,25.0
S010001598-2024,120.0,0.0,33.0,8.0,0.0,20.0,0.0,24.0
S010001599-2021,0.0,6.0,22.0,4.0,3.0,6.0,8.0,8.0
S010001599-2022,0.0,0.0,22.0,4.0,3.0,6.0,0.0,15.0
S010001599-2023,0.0,15.0,22.0,4.0,3.0,6.0,0.0,16.0
S010001599-2024,27.0,19.0,22.0,4.0,3.0,6.0,0.0,13.0
S010001600-2021,0.0,0.0,59.0,0.0,0.0,2.0,8.0,8.0
S010001600-2022,0.0,3.0,59.0,0.0,0.0,2.0,2.0,37.0
S010001600-2023,0.0,4.0,59.0,0.0,0.0,2.0,2.0,46.0
S010001600-2024,0.0,5.0,59.0,0.0,0.0,2.0,0.0,39.0
S010001601-2021,999.0,499.0,33.0,6.0,0.0,9.0,8.0,8.0
S010001601-2022,825.0,499.0,32.0,6.0,0.0,10.0,0.0,18.0
S010001601-2023,902.0,411.0,32.0,6.0,0.0,10.0,0.0,17.0
S010001601-2024,803.0,208.0,32.0,6.0,0.0,10.0,0.0,20.0
S010001602-2021,204.0,0.0,25.0,0.0,0.0,10.0,8.0,8.0
S010001602-2022,344.0,20.0,25.0,0.0,0.0,10.0,0.0,13.0
S010001602-2023,498.0,14.0,25.0,0.0,0.0,10.0,0.0,12.0
S010001602-2024,660.0,82.0,25.0,0.0,0.0,10.0,0.0,10.0
S010001603-2021,0.0,6.0,38.0,0.0,0.0,2.0,8.0,8.0
S010001603-2022,280.0,105.0,38.0,0.0,0.0,2.0,0.0,39.0
S010001603-2023,216.0,54.0,38.0,0.0,0.0,2.0,1.0,39.0
S010001603-2024,0.0,0.0,38.0,0.0,0.0,2.0,0.0,34.0
S010001604-2021,615.0,226.0,29.0,1.0,0.0,12.0,8.0,8.0
S010001604-2022,843.0,203.0,29.0,1.0,0.0,12.0,11.0,22.0
S010001604-2023,1229.0,101.0,29.0,1.0,0.0,12.0,8.0,19.0
S010001604-2024,660.0,11.0,29.0,1.0,0.0,12.0,4.0,19.0
S010001605-2021,209.0,0.0,19.0,3.0,0.0,7.0,8.0,8.0
S010001605-2022,345.0,100.0,19.0,3.0,0.0,7.0,0.0,12.0
S010001605-2023,300.0,90.0,19.0,3.0,0.0,7.0,0.0,12.0
S010001605-2024,430.0,14.0,19.0,3.0,0.0,7.0,0.0,12.0
S010001606-2021,609.0,0.0,14.0,8.0,0.0,10.0,8.0,8.0
S010001606-2022,107.0,7.0,14.0,8.0,0.0,10.0,0.0,14.0
S010001606-2023,257.0,6.0,14.0,8.0,0.0,10.0,0.0,13.0
S010001606-2024,134.0,15.0,14.0,8.0,0.0,10.0,0.0,12.0
S010001607-2021,0.0,9.0,32.0,2.0,0.0,5.0,8.0,8.0
S010001607-2022,0.0,0.0,34.0,2.0,0.0,3.0,1.0,18.0
S010001607-2023,0.0,0.0,38.0,2.0,0.0,4.0,1.0,23.0
S010001607-2024,0.0,0.0,40.0,2.0,0.0,2.0,1.0,26.0
S010001608-2021,1270.0,0.0,49.0,2.0,0.0,9.0,8.0,8.0
S010001608-2022,1200.0,0.0,48.0,3.0,0.0,9.0,0.0,29.0
S010001608-2023,835.0,0.0,45.0,6.0,0.0,9.0,0.0,28.0
S010001608-2024,246.0,0.0,45.0,6.0,0.0,9.0,0.0,27.0
S010001609-2021,0.0,8.0,48.0,0.0,0.0,5.0,8.0,8.0
S010001609-2022,619.0,44.0,45.0,0.0,0.0,5.0,0.0,44.0
S010001609-2023,617.0,153.0,45.0,0.0,0.0,5.0,0.0,43.0
S010001609-2024,781.0,103.0,45.0,0.0,0.0,5.0,0.0,44.0
S010001610-2021,57.0,0.0,22.0,1.0,0.0,17.0,8.0,8.0
S010001610-2022,60.0,0.0,22.0,1.0,0.0,17.0,0.0,19.0
S010001610-2023,105.0,0.0,22.0,1.0,0.0,17.0,0.0,18.0
S010001610-2024,105.0,0.0,22.0,1.0,0.0,17.0,0.0,17.0
S010001611-2021,0.0,0.0,18.0,1.0,0.0,8.0,8.0,8.0
S010001611-2022,0.0,2.0,17.0,2.0,0.0,8.0,1.0,14.0
S010001611-2023,0.0,7.0,15.0,3.0,0.0,9.0,1.0,13.0
S010001611-2024,0.0,10.0,15.0,3.0,0.0,9.0,0.0,12.0
S010001612-2021,400.0,0.0,29.0,1.0,0.0,10.0,8.0,8.0
S010001612-2022,630.0,0.0,29.0,1.0,0.0,10.0,0.0,27.0
S010001612-2023,753.0,0.0,29.0,1.0,0.0,10.0,0.0,31.0
S010001612-2024,919.0,9.0,27.0,1.0,0.0,10.0,0.0,27.0
S010001613-2021,57.0,0.0,30.0,5.0,0.0,9.0,8.0,8.0
S010001613-2022,60.0,0.0,30.0,5.0,0.0,9.0,0.0,15.0
S010001613-2023,80.0,0.0,30.0,5.0,0.0,9.0,0.0,22.0
S010001613-2024,85.0,0.0,30.0,5.0,0.0,9.0,0.0,53.0
S010001696-2021,369.0,27.0,32.0,0.0,0.0,7.0,8.0,8.0
S010001696-2022,746.0,51.0,32.0,0.0,0.0,7.0,14.0,55.0
S010001696-2023,798.0,23.0,32.0,0.0,0.0,7.0,12.0,38.0
S010001696-2024,832.0,4.0,32.0,0.0,0.0,7.0,20.0,35.0
S010001697-2021,644.0,84.0,18.0,3.0,0.0,7.0,8.0,8.0
S010001697-2022,638.0,84.0,17.0,3.0,0.0,7.0,0.0,27.0
S010001697-2023,740.0,56.0,17.0,3.0,0.0,7.0,0.0,25.0
S010001697-2024,741.0,27.0,17.0,3.0,0.0,7.0,0.0,26.0
S010001698-2021,352.0,0.0,20.0,15.0,0.0,8.0,8.0,8.0
S010001698-2022,537.0,9.0,20.0,15.0,0.0,8.0,13.0,27.0
S010001698-2023,450.0,54.0,20.0,15.0,0.0,8.0,15.0,25.0
S010001698-2024,624.0,59.0,20.0,15.0,0.0,8.0,14.0,36.0
S010001699-2021,91.0,0.0,0.0,27.0,1.0,19.0,8.0,8.0
S010001699-2022,290.0,0.0,0.0,27.0,1.0,19.0,13.0,36.0
S010001699-2023,611.0,36.0,19.0,8.0,1.0,19.0,14.0,41.0
S010001699-2024,511.0,20.0,19.0,8.0,1.0,19.0,17.0,29.0
S010001700-2021,262.0,12.0,24.0,3.0,0.0,14.0,8.0,8.0
S010001700-2022,327.0,19.0,24.0,3.0,0.0,14.0,15.0,26.0
S010001700-2023,367.0,21.0,24.0,3.0,0.0,14.0,15.0,25.0
S010001700-2024,412.0,36.0,24.0,3.0,0.0,14.0,13.0,25.0
S010001701-2021,317.0,12.0,19.0,8.0,0.0,15.0,8.0,8.0
S010001701-2022,240.0,30.0,19.0,8.0,0.0,15.0,23.0,30.0
S010001701-2023,348.0,23.0,19.0,8.0,0.0,15.0,17.0,30.0
S010001701-2024,243.0,21.0,17.0,9.0,0.0,9.0,12.0,26.0
S010001702-2021,597.0,22.0,21.0,6.0,0.0,11.0,8.0,8.0
S010001702-2022,590.0,0.0,21.0,6.0,0.0,11.0,11.0,31.0
S010001702-2023,644.0,22.0,21.0,6.0,0.0,11.0,15.0,29.0
S010001702-2024,670.0,66.0,13.0,10.0,0.0,15.0,13.0,25.0
S010001703-2021,594.0,10.0,22.0,5.0,0.0,9.0,8.0,8.0
S010001703-2022,573.0,11.0,22.0,5.0,0.0,9.0,14.0,31.0
S010001703-2023,582.0,10.0,22.0,5.0,0.0,9.0,15.0,28.0
S010001703-2024,591.0,10.0,22.0,5.0,0.0,9.0,11.0,27.0
S010001704-2021,497.0,38.0,24.0,2.0,0.0,8.0,8.0,8.0
S010001704-2022,443.0,20.0,24.0,2.0,0.0,8.0,7.0,35.0
S010001704-2023,486.0,58.0,23.0,2.0,1.0,12.0,4.0,35.0
S010001704-2024,476.0,83.0,20.0,5.0,0.0,9.0,11.0,32.0
S010001705-2021,289.0,0.0,22.0,3.0,1.0,15.0,8.0,8.0
S010001705-2022,687.0,252.0,20.0,4.0,1.0,16.0,0.0,35.0
S010001705-2023,645.0,237.0,20.0,4.0,1.0,16.0,10.0,35.0
S010001705-2024,471.0,0.0,19.0,5.0,1.0,16.0,2.0,32.0
