key,지역,정보공시 학교코드,학교명,교과교실제(지정?운영),자율학교(지정?운영),수준별 수업(운영),전체학생수,연간1인당 보건실이용건수,일반직계,별정직계(2018년이후),기타직계(2019년이후),특수학급 학급당 학생수,순회학급 학급당 학생수,수업교원 1인당 학생수,체육장 개방여부,체육관 개방여부,강당 개방여부,일반교과교실 개방여부,특별교실 개방여부,시청각실 개방여부,수석교사(계),전문상담교사(계),사서교사(계),보건교사(계),영양교사(계),체력 1등급 (%),체력 2등급 (%),체력 3등급 (%),체력 4등급 (%),체력 5등급 (%)
S010000467-2022,서울특별시 은평구,S010000467,선정고등학교,1,0,1,1116.0,4.1,6.0,0.0,2.0,0.0,0.0,12.8,유,무,유,유,무,시설없음,0.0,1.0,1.0,1.0,0.0,0.10009099181073704,0.4222020018198362,0.3776160145586897,0.09463148316651501,0.00545950864422202
S010000467-2023,서울특별시 은평구,S010000467,선정고등학교,1,0,1,1098.0,5.8,6.0,0.0,7.0,0.0,0.0,12.7,유,무,유,유,무,시설없음,0.0,1.0,1.0,1.0,0.0,0.05550416281221091,0.396854764107308,0.40980573543015725,0.12580943570767808,0.012025901942645698
S010000467-2024,서울특별시 은평구,S010000467,선정고등학교,1,0,1,1116.0,5.1,5.0,0.0,8.0,0.0,0.0,13.5,유,무,유,유,무,시설없음,0.0,1.0,1.0,1.0,0.0,0.05439709882139619,0.3472348141432457,0.44514959202175886,0.14596554850407978,0.007252946509519492
S010000468-2021,서울특별시 동작구,S010000468,성남고등학교,0,0,0,1010.0,0.6,7.0,0.0,8.0,0.0,0.0,14.8,무,무,무,무,무,시설없음,0.0,2.0,1.0,1.0,0.0,0.05439709882139619,0.3472348141432457,0.44514959202175886,0.14596554850407978,0.007252946509519492
S010000468-2022,서울특별시 동작구,S010000468,성남고등학교,0,0,0,1021.0,0.7,7.0,0.0,11.0,0.0,0.0,14.1,무,무,무,무,무,시설없음,0.0,1.0,1.0,1.0,0.0,0.021632251720747297,0.2222222222222222,0.4306784660766962,0.28220255653883974,0.043264503441494594
S010000468-2023,서울특별시 동작구,S010000468,성남고등학교,0,0,0,984.0,1.6,9.0,0.0,9.0,0.0,0.0,14.5,무,무,무,무,무,시설없음,0.0,2.0,1.0,1.0,0.0,0.020512820512820513,0.2994871794871795,0.561025641025641,0.09128205128205129,0.027692307692307693
S010000468-2024,서울특별시 동작구,S010000468,성남고등학교,0,0,0,1003.0,1.2,9.0,0.0,11.0,0.0,0.0,14.9,무,무,무,무,무,시설없음,0.0,2.0,1.0,1.0,0.0,0.05782652043868395,0.36889332003988035,0.40279162512462613,0.1535393818544367,0.01694915254237288
S010000469-2021,서울특별시 중구,S010000469,성동고등학교,1,0,0,465.0,2.8,6.0,0.0,11.0,3.0,0.0,9.7,유,무,무,유,유,유,0.0,0.0,1.0,1.0,0.0,0.05782652043868395,0.36889332003988035,0.40279162512462613,0.1535393818544367,0.01694915254237288
S010000469-2022,서울특별시 중구,S010000469,성동고등학교,1,0,1,444.0,5.8,5.0,0.0,13.0,4.0,0.0,9.3,유,무,무,유,유,유,0.0,0.0,1.0,1.0,1.0,0.02088167053364269,0.16705336426914152,0.3480278422273782,0.3503480278422274,0.1136890951276102
S010000469-2023,서울특별시 중구,S010000469,성동고등학교,1,0,1,411.0,9.2,4.0,0.0,12.0,5.0,0.0,9.9,유,무,무,유,무,유,0.0,0.0,1.0,1.0,2.0,0.04415584415584416,0.2025974025974026,0.42337662337662335,0.2675324675324675,0.06233766233766234
S010000469-2024,서울특별시 중구,S010000469,성동고등학교,0,0,0,445.0,10.8,4.0,0.0,8.0,5.0,0.0,11.1,유,무,무,유,무,유,0.0,0.0,1.0,1.0,2.0,0.047961630695443645,0.27817745803357313,0.4292565947242206,0.2014388489208633,0.04316546762589928
S010000470-2021,서울특별시 관악구,S010000470,성보고등학교,1,0,0,664.0,2.7,6.0,0.0,3.0,0.0,0.0,13.4,무,무,무,무,무,시설없음,0.0,1.0,1.0,1.0,0.0,0.047961630695443645,0.27817745803357313,0.4292565947242206,0.2014388489208633,0.04316546762589928
S010000470-2022,서울특별시 관악구,S010000470,성보고등학교,0,0,0,644.0,4.2,6.0,0.0,3.0,0.0,0.0,13.3,유,무,무,무,무,시설없음,0.0,1.0,1.0,1.0,0.0,0.033386327503974564,0.3386327503974563,0.5627980922098569,0.06359300476947535,0.001589825119236884
S010000470-2023,서울특별시 관악구,S010000470,성보고등학교,0,0,0,611.0,7.3,8.0,0.0,2.0,0.0,0.0,13.6,유,무,무,무,무,시설없음,0.0,1.0,1.0,1.0,0.0,0.028052805280528052,0.3613861386138614,0.5379537953795379,0.07260726072607261,0.0
S010000470-2024,서울특별시 관악구,S010000470,성보고등학교,0,0,0,639.0,6.4,9.0,0.0,2.0,0.0,0.0,13.2,유,유,무,무,무,시설없음,0.0,1.0,1.0,1.0,0.0,0.03937007874015748,0.25196850393700787,0.568503937007874,0.13543307086614173,0.004724409448818898
S010000471-2021,서울특별시 성북구,S010000471,성신여자고등학교,0,0,0,707.0,1.7,6.0,0.0,3.0,0.0,0.0,10.7,무,시설없음,시설없음,무,무,무,0.0,1.0,0.0,1.0,0.0,0.03937007874015748,0.25196850393700787,0.568503937007874,0.13543307086614173,0.004724409448818898
S010000471-2022,서울특별시 성북구,S010000471,성신여자고등학교,0,0,0,633.0,3.0,6.0,0.0,3.0,0.0,0.0,11.0,무,시설없음,시설없음,무,무,무,0.0,1.0,0.0,1.0,0.0,0.04807692307692308,0.4583333333333333,0.3958333333333333,0.08814102564102565,0.009615384615384616
S010000471-2023,서울특별시 성북구,S010000471,성신여자고등학교,0,0,0,607.0,3.9,8.0,0.0,2.0,0.0,0.0,10.6,무,시설없음,시설없음,무,무,무,0.0,1.0,0.0,1.0,0.0,0.05704697986577181,0.4865771812080537,0.3624161073825503,0.08389261744966443,0.010067114093959731
S010000471-2024,서울특별시 성북구,S010000471,성신여자고등학교,0,0,0,583.0,5.0,8.0,0.0,0.0,0.0,0.0,11.3,무,시설없음,시설없음,무,무,무,0.0,1.0,0.0,1.0,0.0,0.04642857142857143,0.4982142857142857,0.3964285714285714,0.05178571428571429,0.007142857142857143
S010000472-2021,서울특별시 용산구,S010000472,성심여자고등학교,0,0,1,531.0,2.3,5.0,0.0,4.0,6.0,0.0,8.4,유,유,시설없음,유,유,시설없음,0.0,1.0,1.0,1.0,0.0,0.04642857142857143,0.4982142857142857,0.3964285714285714,0.05178571428571429,0.007142857142857143
S010000472-2022,서울특별시 용산구,S010000472,성심여자고등학교,0,0,1,503.0,5.2,5.0,0.0,3.0,5.0,0.0,8.4,유,유,시설없음,유,유,시설없음,0.0,1.0,1.0,2.0,0.0,0.014522821576763486,0.23443983402489627,0.6452282157676349,0.0954356846473029,0.01037344398340249
S010000472-2023,서울특별시 용산구,S010000472,성심여자고등학교,0,0,1,435.0,10.2,6.0,0.0,5.0,3.0,0.0,7.8,유,유,시설없음,유,유,시설없음,0.0,2.0,1.0,2.0,0.0,0.009433962264150943,0.25,0.49056603773584906,0.20754716981132076,0.04245283018867924
S010000472-2024,서울특별시 용산구,S010000472,성심여자고등학교,0,0,1,411.0,11.3,6.0,0.0,5.0,3.0,0.0,8.6,유,유,시설없음,유,유,시설없음,0.0,1.0,1.0,1.0,0.0,0.015424164524421594,0.2982005141388175,0.5475578406169666,0.12853470437017994,0.010282776349614395
S010000473-2021,서울특별시 서초구,S010000473,세화고등학교,0,0,0,1092.0,1.5,5.0,0.0,10.0,0.0,0.0,15.6,유,시설없음,유,무,무,시설없음,0.0,0.0,1.0,1.0,0.0,0.015424164524421594,0.2982005141388175,0.5475578406169666,0.12853470437017994,0.010282776349614395
S010000473-2022,서울특별시 서초구,S010000473,세화고등학교,0,0,0,1043.0,2.5,5.0,0.0,3.0,0.0,0.0,15.1,유,시설없음,무,무,무,시설없음,0.0,0.0,1.0,1.0,0.0,0.024928092042186004,0.18312559923298177,0.44007670182166825,0.3058485139022052,0.046021093000958774
S010000473-2023,서울특별시 서초구,S010000473,세화고등학교,0,0,0,1057.0,3.8,5.0,0.0,4.0,0.0,0.0,15.1,유,시설없음,무,무,무,시설없음,0.0,0.0,1.0,1.0,0.0,0.03795066413662239,0.2077798861480076,0.4364326375711575,0.27229601518026564,0.04554079696394687
S010000473-2024,서울특별시 서초구,S010000473,세화고등학교,0,0,0,1060.0,4.2,6.0,0.0,4.0,0.0,0.0,14.6,유,시설없음,유,무,무,시설없음,0.0,0.0,1.0,1.0,0.0,0.04924242424242424,0.2850378787878788,0.42234848484848486,0.20549242424242425,0.03787878787878788
S010000474-2021,서울특별시 서초구,S010000474,세화여자고등학교,0,0,0,1063.0,2.9,5.0,0.0,5.0,0.0,0.0,14.6,유,무,시설없음,무,무,무,0.0,1.0,0.0,1.0,0.0,0.04924242424242424,0.2850378787878788,0.42234848484848486,0.20549242424242425,0.03787878787878788
S010000474-2022,서울특별시 서초구,S010000474,세화여자고등학교,0,0,0,1024.0,3.1,5.0,0.0,11.0,0.0,0.0,13.7,유,무,시설없음,무,무,무,0.0,1.0,1.0,1.0,0.0,0.024437927663734114,0.2854349951124145,0.5278592375366569,0.15835777126099707,0.0039100684261974585
S010000474-2023,서울특별시 서초구,S010000474,세화여자고등학교,0,0,0,1040.0,4.6,5.0,0.0,10.0,0.0,0.0,14.1,유,유,시설없음,무,무,무,0.0,1.0,1.0,1.0,0.0,0.01440922190201729,0.21902017291066284,0.4918347742555235,0.228626320845341,0.04610951008645533
S010000474-2024,서울특별시 서초구,S010000474,세화여자고등학교,0,0,0,1045.0,4.8,7.0,0.0,8.0,0.0,0.0,14.1,유,유,시설없음,무,무,무,0.0,1.0,1.0,1.0,0.0,0.023054755043227664,0.3045148895292987,0.5033621517771374,0.16042267050912584,0.008645533141210375
S010000475-2021,서울특별시 중랑구,S010000475,송곡고등학교,1,0,0,645.0,3.0,6.0,0.0,3.0,0.0,0.0,10.3,무,유,유,무,무,시설없음,0.0,1.0,1.0,1.0,0.0,0.023054755043227664,0.3045148895292987,0.5033621517771374,0.16042267050912584,0.008645533141210375
S010000475-2022,서울특별시 중랑구,S010000475,송곡고등학교,1,0,0,629.0,5.8,6.0,0.0,3.0,0.0,0.0,11.9,무,유,유,무,무,시설없음,0.0,0.0,1.0,2.0,0.0,0.026272577996715927,0.3645320197044335,0.4827586206896552,0.12643678160919541,0.0
S010000475-2023,서울특별시 중랑구,S010000475,송곡고등학교,1,0,0,632.0,9.4,6.0,0.0,2.0,0.0,0.0,12.4,무,유,유,무,무,시설없음,0.0,0.0,1.0,2.0,0.0,0.024193548387096774,0.3903225806451613,0.5,0.08548387096774193,0.0
S010000475-2024,서울특별시 중랑구,S010000475,송곡고등학교,1,0,0,667.0,8.0,6.0,0.0,2.0,0.0,0.0,12.9,무,유,유,무,무,시설없음,0.0,0.0,2.0,1.0,0.0,0.035114503816793895,0.39541984732824426,0.44580152671755724,0.12366412213740458,0.0
S010000476-2021,서울특별시 중랑구,S010000476,송곡여자고등학교,0,1,0,712.0,2.0,6.0,0.0,12.0,5.7,0.0,11.9,유,시설없음,시설없음,유,유,유,0.0,0.0,1.0,1.0,0.0,0.035114503816793895,0.39541984732824426,0.44580152671755724,0.12366412213740458,0.0
S010000476-2022,서울특별시 중랑구,S010000476,송곡여자고등학교,0,1,0,676.0,2.7,6.0,0.0,9.0,5.3,0.0,12.4,시설없음,시설없음,시설없음,시설없음,시설없음,시설없음,0.0,0.0,1.0,1.0,0.0,0.034482758620689655,0.26959247648902823,0.5109717868338558,0.18181818181818182,0.003134796238244514
S010000476-2023,서울특별시 중랑구,S010000476,송곡여자고등학교,0,1,0,667.0,5.1,6.0,0.0,13.0,4.7,0.0,11.8,무,시설없음,시설없음,무,무,무,0.0,0.0,1.0,1.0,0.0,0.04487179487179487,0.27724358974358976,0.5032051282051282,0.16346153846153846,0.011217948717948718
S010000476-2024,서울특별시 중랑구,S010000476,송곡여자고등학교,1,1,0,651.0,7.2,6.0,0.0,15.0,4.3,0.0,11.7,무,시설없음,시설없음,무,무,무,0.0,0.0,1.0,2.0,0.0,0.09298245614035087,0.42280701754385963,0.36666666666666664,0.11578947368421053,0.0017543859649122807
S010000477-2021,서울특별시 동작구,S010000477,수도여자고등학교,0,0,0,881.0,2.1,7.0,0.0,10.0,6.0,0.0,13.2,무,무,시설없음,무,무,무,0.0,1.0,1.0,1.0,1.0,0.09298245614035087,0.42280701754385963,0.36666666666666664,0.11578947368421053,0.0017543859649122807
S010000477-2022,서울특별시 동작구,S010000477,수도여자고등학교,0,0,0,858.0,3.5,6.0,0.0,9.0,4.0,0.0,12.3,무,무,시설없음,무,무,무,0.0,0.0,2.0,1.0,1.0,0.003601440576230492,0.15006002400960383,0.41656662665066024,0.3637454981992797,0.06602641056422569
S010000477-2023,서울특별시 동작구,S010000477,수도여자고등학교,0,0,0,827.0,5.4,5.0,0.0,9.0,4.3,0.0,12.4,유,유,시설없음,무,무,무,0.0,0.0,1.0,1.0,1.0,0.01371571072319202,0.2144638403990025,0.557356608478803,0.19950124688279303,0.014962593516209476
S010000477-2024,서울특별시 동작구,S010000477,수도여자고등학교,0,0,0,818.0,5.7,5.0,0.0,9.0,3.7,0.0,12.1,유,유,시설없음,무,무,무,0.0,0.0,2.0,1.0,1.0,0.012453300124533,0.29265255292652553,0.5118306351183064,0.15317559153175592,0.029887920298879204
S010000478-2021,서울특별시 노원구,S010000478,수락고등학교,0,0,0,542.0,4.4,6.0,0.0,7.0,4.3,0.0,10.0,유,유,시설없음,유,무,무,0.0,1.0,1.0,1.0,0.0,0.012453300124533,0.29265255292652553,0.5118306351183064,0.15317559153175592,0.029887920298879204
S010000478-2022,서울특별시 노원구,S010000478,수락고등학교,0,0,0,530.0,8.5,8.0,0.0,8.0,5.0,0.0,11.3,유,유,시설없음,유,무,무,0.0,1.0,1.0,2.0,0.0,0.0,0.1015625,0.5234375,0.32421875,0.05078125
S010000478-2023,서울특별시 노원구,S010000478,수락고등학교,0,0,0,531.0,8.6,7.0,0.0,7.0,5.3,0.0,10.2,유,유,시설없음,유,무,무,0.0,1.0,1.0,1.0,0.0,0.09829867674858223,0.40264650283553877,0.3497164461247637,0.12476370510396975,0.024574669187145556
S010000478-2024,서울특별시 노원구,S010000478,수락고등학교,0,0,0,542.0,9.0,6.0,0.0,7.0,6.3,0.0,11.4,유,유,시설없음,유,무,무,0.0,1.0,1.0,1.0,0.0,0.09423076923076923,0.4,0.375,0.1076923076923077,0.023076923076923078
S010000479-2021,서울특별시 강남구,S010000479,숙명여자고등학교,0,0,0,1158.0,0.6,7.0,0.0,7.0,0.0,0.0,14.0,무,무,무,무,무,시설없음,0.0,0.0,1.0,1.0,0.0,0.09423076923076923,0.4,0.375,0.1076923076923077,0.023076923076923078
S010000479-2022,서울특별시 강남구,S010000479,숙명여자고등학교,0,0,0,1135.0,1.8,7.0,0.0,7.0,0.0,0.0,14.1,무,무,무,무,무,시설없음,0.0,0.0,1.0,1.0,0.0,0.047787610619469026,0.3991150442477876,0.44778761061946903,0.09911504424778761,0.006194690265486726
S010000479-2023,서울특별시 강남구,S010000479,숙명여자고등학교,0,0,0,1124.0,3.1,9.0,0.0,4.0,0.0,0.0,14.5,무,무,무,무,무,시설없음,0.0,0.0,1.0,1.0,0.0,0.07308377896613191,0.4322638146167558,0.4090909090909091,0.08021390374331551,0.0053475935828877
S010000479-2024,서울특별시 강남구,S010000479,숙명여자고등학교,0,0,0,1160.0,3.9,9.0,0.0,5.0,0.0,0.0,14.6,무,무,무,무,무,시설없음,0.0,0.0,1.0,1.0,0.0,0.11401218450826806,0.4734551784160139,0.34899912967798086,0.05918189730200174,0.004351610095735422
S010000480-2021,서울특별시 마포구,S010000480,숭문고등학교,0,0,0,546.0,3.9,2.0,0.0,11.0,0.0,0.0,11.3,유,시설없음,무,무,무,시설없음,0.0,0.0,1.0,0.0,0.0,0.11401218450826806,0.4734551784160139,0.34899912967798086,0.05918189730200174,0.004351610095735422
S010000480-2022,서울특별시 마포구,S010000480,숭문고등학교,0,0,0,498.0,4.9,2.0,0.0,11.0,0.0,0.0,11.3,유,시설없음,무,무,무,시설없음,0.0,0.0,1.0,0.0,0.0,0.016359918200409,0.3476482617586912,0.5480572597137015,0.08793456032719836,0.0
S010000480-2023,서울특별시 마포구,S010000480,숭문고등학교,0,0,0,495.0,6.2,5.0,0.0,7.0,0.0,0.0,11.1,유,시설없음,무,무,무,시설없음,0.0,0.0,1.0,0.0,0.0,0.026859504132231406,0.3450413223140496,0.5847107438016529,0.04338842975206612,0.0
S010000480-2024,서울특별시 마포구,S010000480,숭문고등학교,0,0,0,542.0,4.9,6.0,0.0,9.0,0.0,0.0,11.8,유,시설없음,무,무,무,시설없음,0.0,0.0,1.0,1.0,0.0,0.04519774011299435,0.3333333333333333,0.5291902071563088,0.09227871939736347,0.0
S010000481-2021,서울특별시 은평구,S010000481,숭실고등학교,0,0,0,1060.0,2.0,6.0,0.0,2.0,6.0,0.0,13.4,유,유,유,유,유,시설없음,0.0,1.0,2.0,1.0,0.0,0.04519774011299435,0.3333333333333333,0.5291902071563088,0.09227871939736347,0.0
S010000481-2022,서울특별시 은평구,S010000481,숭실고등학교,0,0,0,1018.0,3.1,6.0,0.0,2.0,6.3,0.0,13.3,유,유,유,유,유,시설없음,0.0,1.0,1.0,1.0,0.0,0.05510204081632653,0.2336734693877551,0.44285714285714284,0.22959183673469388,0.03877551020408163
S010000481-2023,서울특별시 은평구,S010000481,숭실고등학교,0,0,0,1040.0,4.4,7.0,0.0,2.0,5.3,0.0,13.7,유,유,유,유,유,시설없음,0.0,1.0,1.0,1.0,0.0,0.04455445544554455,0.24257425742574257,0.4613861386138614,0.2089108910891089,0.04257425742574258
S010000481-2024,서울특별시 은평구,S010000481,숭실고등학교,0,0,0,1070.0,5.1,8.0,0.0,2.0,5.7,0.0,13.4,유,유,유,유,유,시설없음,0.0,1.0,1.0,1.0,0.0,0.05014464802314368,0.26133076181292186,0.4262295081967213,0.22372227579556414,0.03857280617164899
S010000482-2021,서울특별시 동작구,S010000482,숭의여자고등학교,1,0,0,785.0,3.5,6.0,0.0,9.0,0.0,0.0,14.7,무,유,무,무,무,무,0.0,1.0,1.0,1.0,0.0,0.05014464802314368,0.26133076181292186,0.4262295081967213,0.22372227579556414,0.03857280617164899
S010000482-2022,서울특별시 동작구,S010000482,숭의여자고등학교,1,0,0,765.0,8.6,6.0,0.0,7.0,0.0,0.0,14.0,무,유,무,무,무,무,0.0,1.0,1.0,1.0,0.0,0.07036535859269283,0.5493910690121786,0.3342354533152909,0.03924221921515562,0.006765899864682003
S010000482-2023,서울특별시 동작구,S010000482,숭의여자고등학교,1,0,0,729.0,7.8,8.0,0.0,7.0,0.0,0.0,12.8,시설없음,시설없음,시설없음,시설없음,시설없음,시설없음,0.0,1.0,1.0,1.0,0.0,0.07605633802816901,0.5591549295774648,0.3211267605633803,0.04366197183098591,0.0
S010000482-2024,서울특별시 동작구,S010000482,숭의여자고등학교,1,0,0,689.0,7.5,8.0,0.0,6.0,0.0,0.0,12.5,무,유,무,무,무,무,0.0,1.0,1.0,1.0,0.0,0.08888888888888889,0.5451851851851852,0.30814814814814817,0.05333333333333334,0.0044444444444444444
S010000483-2021,서울특별시 용산구,S010000483,신광여자고등학교,0,0,0,279.0,3.9,5.0,0.0,4.0,0.0,0.0,8.4,유,시설없음,유,유,유,유,0.0,1.0,1.0,1.0,1.0,0.08888888888888889,0.5451851851851852,0.30814814814814817,0.05333333333333334,0.0044444444444444444
S010000483-2022,서울특별시 용산구,S010000483,신광여자고등학교,0,0,0,244.0,5.8,5.0,0.0,4.0,0.0,0.0,7.5,유,시설없음,유,유,유,유,0.0,1.0,1.0,1.0,1.0,0.06694560669456066,0.48535564853556484,0.41422594142259417,0.03347280334728033,0.0
S010000483-2023,서울특별시 용산구,S010000483,신광여자고등학교,0,0,0,246.0,6.5,6.0,0.0,4.0,0.0,0.0,7.4,유,시설없음,유,유,유,유,0.0,1.0,1.0,1.0,1.0,0.034482758620689655,0.4396551724137931,0.47413793103448276,0.03879310344827586,0.01293103448275862
S010000483-2024,서울특별시 용산구,S010000483,신광여자고등학교,0,0,0,236.0,6.7,7.0,0.0,4.0,0.0,0.0,8.0,무,시설없음,무,무,무,무,0.0,2.0,1.0,1.0,1.0,0.008658008658008658,0.42424242424242425,0.4935064935064935,0.06926406926406926,0.004329004329004329
S010000484-2021,서울특별시 관악구,S010000484,신림고등학교,0,0,0,507.0,3.0,5.0,0.0,12.0,7.0,0.0,10.4,유,유,시설없음,유,유,유,0.0,2.0,1.0,1.0,0.0,0.008658008658008658,0.42424242424242425,0.4935064935064935,0.06926406926406926,0.004329004329004329
S010000484-2022,서울특별시 관악구,S010000484,신림고등학교,0,0,0,489.0,6.1,4.0,0.0,14.0,6.3,0.0,11.0,무,무,시설없음,유,무,무,0.0,2.0,1.0,1.0,0.0,0.008456659619450317,0.1945031712473573,0.6321353065539113,0.11627906976744186,0.048625792811839326
S010000484-2023,서울특별시 관악구,S010000484,신림고등학교,0,0,0,473.0,7.6,3.0,0.0,13.0,6.3,0.0,11.3,무,무,시설없음,유,무,무,0.0,2.0,1.0,1.0,1.0,0.019867549668874173,0.25386313465783666,0.47019867549668876,0.20309050772626933,0.052980132450331126
S010000484-2024,서울특별시 관악구,S010000484,신림고등학교,0,0,0,499.0,8.3,4.0,0.0,13.0,5.7,0.0,11.4,무,무,시설없음,유,무,무,0.0,2.0,1.0,1.0,1.0,0.023305084745762712,0.2775423728813559,0.4957627118644068,0.1673728813559322,0.036016949152542374
S010000485-2021,서울특별시 양천구,S010000485,신목고등학교,0,0,0,1105.0,3.5,4.0,0.0,6.0,5.7,0.0,12.8,유,유,시설없음,유,무,유,0.0,1.0,2.0,1.0,1.0,0.023305084745762712,0.2775423728813559,0.4957627118644068,0.1673728813559322,0.036016949152542374
S010000485-2022,서울특별시 양천구,S010000485,신목고등학교,0,0,0,1086.0,7.4,5.0,0.0,7.0,5.3,0.0,12.9,유,유,시설없음,유,무,유,0.0,2.0,1.0,1.0,1.0,0.032527881040892194,0.27230483271375466,0.44052044609665425,0.2184014869888476,0.0362453531598513
S010000485-2023,서울특별시 양천구,S010000485,신목고등학교,0,0,0,1067.0,7.6,6.0,0.0,7.0,5.3,0.0,13.1,유,무,시설없음,유,무,유,0.0,1.0,1.0,1.0,1.0,0.015873015873015872,0.2567693744164332,0.4481792717086835,0.2315592903828198,0.047619047619047616
S010000485-2024,서울특별시 양천구,S010000485,신목고등학교,0,0,0,1114.0,5.3,7.0,0.0,7.0,4.3,0.0,14.1,유,무,시설없음,유,무,유,0.0,1.0,1.0,2.0,1.0,0.03184713375796178,0.2929936305732484,0.41856232939035487,0.21656050955414013,0.040036396724294813
S010000486-2021,서울특별시 강북구,S010000486,신일고등학교,0,0,0,1024.0,1.0,6.0,0.0,12.0,0.0,0.0,15.4,유,유,시설없음,유,무,무,0.0,0.0,0.0,0.0,0.0,0.03184713375796178,0.2929936305732484,0.41856232939035487,0.21656050955414013,0.040036396724294813
S010000486-2022,서울특별시 강북구,S010000486,신일고등학교,0,0,0,1035.0,2.9,5.0,0.0,10.0,0.0,0.0,14.6,유,유,시설없음,유,무,무,0.0,0.0,0.0,0.0,0.0,0.01002004008016032,0.15130260521042085,0.3817635270541082,0.342685370741483,0.11422845691382766
S010000486-2023,서울특별시 강북구,S010000486,신일고등학교,0,0,0,1007.0,3.8,5.0,0.0,9.0,0.0,0.0,14.7,유,유,시설없음,유,무,무,0.0,0.0,0.0,2.0,0.0,0.008138351983723296,0.15666327568667346,0.392675483214649,0.32655137334689727,0.11597151576805696
S010000486-2024,서울특별시 강북구,S010000486,신일고등학교,0,0,0,997.0,4.3,4.0,0.0,11.0,0.0,0.0,14.9,유,유,시설없음,유,무,무,0.0,0.0,0.0,1.0,0.0,0.009081735620585268,0.13723511604439959,0.3955600403632694,0.3562058526740666,0.10191725529767912
S010000487-2021,서울특별시 서초구,S010000487,양재고등학교,0,0,0,851.0,1.5,6.0,0.0,8.0,0.0,0.0,13.1,유,유,유,유,유,시설없음,1.0,1.0,0.0,1.0,0.0,0.009081735620585268,0.13723511604439959,0.3955600403632694,0.3562058526740666,0.10191725529767912
S010000487-2022,서울특별시 서초구,S010000487,양재고등학교,0,0,0,840.0,2.6,5.0,0.0,8.0,0.0,0.0,12.1,유,유,유,유,유,시설없음,1.0,1.0,1.0,1.0,0.0,0.009828009828009828,0.2371007371007371,0.49385749385749383,0.22972972972972974,0.029484029484029485
S010000487-2023,서울특별시 서초구,S010000487,양재고등학교,0,0,0,862.0,5.5,6.0,0.0,8.0,0.0,0.0,12.8,유,유,유,유,유,시설없음,1.0,1.0,1.0,1.0,0.0,0.014354066985645933,0.2284688995215311,0.4784688995215311,0.24282296650717702,0.03588516746411483
S010000487-2024,서울특별시 서초구,S010000487,양재고등학교,0,0,0,846.0,7.1,6.0,0.0,6.0,0.0,0.0,14.5,유,유,유,유,유,시설없음,0.0,1.0,1.0,1.0,0.0,0.0847457627118644,0.42736077481840196,0.3813559322033898,0.09443099273607748,0.012106537530266344
S010000488-2021,서울특별시 양천구,S010000488,양정고등학교,0,0,0,1059.0,1.2,6.0,0.0,6.0,0.0,0.0,14.9,유,유,무,무,무,시설없음,0.0,0.0,1.0,1.0,0.0,0.0847457627118644,0.42736077481840196,0.3813559322033898,0.09443099273607748,0.012106537530266344
S010000488-2022,서울특별시 양천구,S010000488,양정고등학교,0,0,0,1028.0,1.8,7.0,0.0,6.0,0.0,0.0,14.8,유,유,무,무,무,시설없음,0.0,0.0,1.0,1.0,0.0,0.024703557312252964,0.3191699604743083,0.5079051383399209,0.14723320158102768,0.0009881422924901185
S010000488-2023,서울특별시 양천구,S010000488,양정고등학교,0,0,0,1021.0,2.3,6.0,0.0,6.0,0.0,0.0,15.0,유,유,무,무,무,시설없음,0.0,0.0,1.0,1.0,0.0,0.04187437686939183,0.2811565304087737,0.4406779661016949,0.21136590229312063,0.024925224327018942
S010000488-2024,서울특별시 양천구,S010000488,양정고등학교,0,0,0,1020.0,2.2,8.0,0.0,5.0,0.0,0.0,15.0,유,유,무,무,무,시설없음,0.0,0.0,1.0,2.0,0.0,0.03293413173652695,0.27944111776447106,0.4530938123752495,0.2085828343313373,0.02594810379241517
S010000489-2021,서울특별시 양천구,S010000489,양천고등학교,0,0,0,926.0,1.3,5.0,0.0,2.0,0.0,0.0,14.3,유,시설없음,유,무,무,시설없음,0.0,0.0,0.0,1.0,0.0,0.03293413173652695,0.27944111776447106,0.4530938123752495,0.2085828343313373,0.02594810379241517
S010000489-2022,서울특별시 양천구,S010000489,양천고등학교,0,0,0,899.0,2.2,6.0,0.0,0.0,0.0,0.0,14.1,유,시설없음,유,무,무,시설없음,0.0,0.0,0.0,1.0,0.0,0.0011299435028248588,0.1423728813559322,0.5163841807909605,0.32090395480225986,0.0192090395480226
S010000489-2023,서울특별시 양천구,S010000489,양천고등학교,0,0,0,873.0,4.3,6.0,0.0,2.0,0.0,0.0,13.9,유,시설없음,유,유,유,시설없음,0.0,0.0,0.0,1.0,0.0,0.002328288707799767,0.18277066356228172,0.5215366705471478,0.2840512223515716,0.009313154831199068
S010000489-2024,서울특별시 양천구,S010000489,양천고등학교,0,0,0,906.0,5.1,6.0,0.0,2.0,0.0,0.0,14.3,무,시설없음,무,무,무,시설없음,0.0,0.0,0.0,1.0,0.0,0.0022222222222222222,0.16,0.5011111111111111,0.32,0.016666666666666666
S010000490-2021,서울특별시 양천구,S010000490,목동고등학교,0,0,0,1067.0,0.8,6.0,0.0,10.0,0.0,0.0,13.5,유,시설없음,유,유,유,유,0.0,1.0,1.0,1.0,0.0,0.0022222222222222222,0.16,0.5011111111111111,0.32,0.016666666666666666
